TRAIN_CORPUS=./input/wsj-02-21clean.mrg
TEST_CORPUS=./input/wsj-22clean.mrg
nBestCharniakParsesFile=./input/WSJ22Charniak_best10_noAux.txt
nBest=5
0 sentences were reranked out of 0

PROBABILITY_MODEL=EPISODIC_LEFTCORNER_MODEL
INCLUDE_DISCONTIGUITIES=false
INCLUDE_DISCONTIGUITIES_ALTERNATIVE=false
LAMBDA_1=0.1; LAMBDA_2=0.1; LAMBDA_3=0.1
BACK_OFF_FACTOR=4.0
MAX_SENTENCE_SIZE_FOR_TESTSENTENCES=40
SMOOTH_FOR_UNKNOWN_WORDS=true
DO_LEMMATIZATION=true
CONVERT_INITIAL_WORD2LOWERCASE=true
WORD_FREQUENCY_THRESHOLD_FOR_SMOOTHING=4
MINIMUM_NUMBER_UNIQUE_WORDS_PER_UNKNOWN_CLASS=3
SMOOTH_FOR_UNKNOWN_PRODUCTIONS=true
DO_HORIZONTAL_MARKOVIZATION=true

Test sent.;length;depth;#cstit;ch;#mcst;#cst;h1;#cand;#mcst;#cst;h2;#cand;#mcst;#cst;h3;#cand;#mcst;#cst;h4;#cand;#mcst;#cst;h5;#cand;#mcst;#cst;h6;#cand;#mcst;#cst;h7;#cand;#mcst;#cst;h8;#cand;#mcst;#cst;h9;#cand;#mcst;#cst;h10;#cand;#mcst;#cst;h11;#cand;#mcst;#cst;h12;#cand;#mcst;#cst;h13;#cand;#mcst;#cst;h14;#cand;#mcst;#cst;ran;#cand;#mcst;#cst
94;29;21;22;ch;22;22;0;2;20;21;1;0;22;22;2;0;22;22;3;1;22;22;4;1;22;22;5;1;22;22;6;1;22;22;7;1;22;22;8;1;22;22;9;1;22;22;10;1;22;22;11;1;22;22;12;1;22;22;13;1;22;22;14;1;22;22;ran;1;22;22
95;28;11;19;ch;16;20;0;4;16;19;1;4;16;19;2;4;16;19;3;4;16;19;4;4;16;19;5;4;16;19;6;4;16;19;7;4;16;19;8;4;16;19;9;4;16;19;10;4;16;19;11;4;16;19;12;4;16;19;13;4;16;19;14;4;16;19;ran;2;17;19
96;30;12;20;ch;19;22;0;3;19;22;1;3;19;22;2;3;19;22;3;3;19;22;4;3;19;22;5;3;19;22;6;3;19;22;7;0;19;22;8;0;19;22;9;0;19;22;10;0;19;22;11;0;19;22;12;0;19;22;13;0;19;22;14;0;19;22;ran;0;19;22
97;10;10;7;ch;7;7;0;3;6;6;1;3;6;6;2;3;6;6;3;3;6;6;4;3;6;6;5;3;6;6;6;3;6;6;7;3;6;6;8;3;6;6;9;3;6;6;10;3;6;6;11;3;6;6;12;3;6;6;13;3;6;6;14;3;6;6;ran;2;7;7
100;17;11;10;ch;9;10;0;0;9;10;1;0;9;10;2;0;9;10;3;0;9;10;4;0;9;10;5;0;9;10;6;0;9;10;7;0;9;10;8;0;9;10;9;0;9;10;10;0;9;10;11;0;9;10;12;0;9;10;13;0;9;10;14;0;9;10;ran;4;8;10
101;15;8;7;ch;5;8;0;2;5;8;1;3;5;8;2;3;5;8;3;3;5;8;4;3;5;8;5;3;5;8;6;3;5;8;7;3;5;8;8;3;5;8;9;3;5;8;10;3;5;8;11;3;5;8;12;3;5;8;13;3;5;8;14;3;5;8;ran;0;5;8
102;5;6;3;ch;3;3;0;3;2;2;1;3;2;2;2;3;2;2;3;3;2;2;4;3;2;2;5;0;3;3;6;0;3;3;7;0;3;3;8;0;3;3;9;0;3;3;10;0;3;3;11;0;3;3;12;0;3;3;13;0;3;3;14;0;3;3;ran;0;3;3
103;33;10;22;ch;16;24;0;3;16;22;1;3;16;22;2;3;16;22;3;1;16;23;4;1;16;23;5;1;16;23;6;1;16;23;7;1;16;23;8;1;16;23;9;1;16;23;10;4;15;24;11;4;15;24;12;1;16;23;13;3;16;22;14;3;16;22;ran;2;16;23
104;11;7;7;ch;7;7;0;0;7;7;1;0;7;7;2;0;7;7;3;0;7;7;4;0;7;7;5;0;7;7;6;0;7;7;7;0;7;7;8;0;7;7;9;0;7;7;10;0;7;7;11;0;7;7;12;0;7;7;13;0;7;7;14;0;7;7;ran;0;7;7
105;36;14;22;ch;17;21;0;4;18;22;1;4;18;22;2;4;18;22;3;4;18;22;4;4;18;22;5;4;18;22;6;4;18;22;7;4;18;22;8;4;18;22;9;4;18;22;10;4;18;22;11;4;18;22;12;4;18;22;13;4;18;22;14;4;18;22;ran;1;17;21
107;15;12;9;ch;6;8;0;0;6;8;1;0;6;8;2;0;6;8;3;0;6;8;4;4;7;8;5;4;7;8;6;4;7;8;7;0;6;8;8;0;6;8;9;0;6;8;10;0;6;8;11;0;6;8;12;0;6;8;13;0;6;8;14;0;6;8;ran;4;7;8
108;33;13;19;ch;17;19;0;0;17;19;1;0;17;19;2;0;17;19;3;0;17;19;4;0;17;19;5;0;17;19;6;0;17;19;7;0;17;19;8;0;17;19;9;0;17;19;10;0;17;19;11;0;17;19;12;0;17;19;13;0;17;19;14;0;17;19;ran;4;19;20
109;32;9;15;ch;14;19;0;2;13;18;1;3;14;19;2;3;14;19;3;3;14;19;4;3;14;19;5;3;14;19;6;3;14;19;7;3;14;19;8;3;14;19;9;3;14;19;10;3;14;19;11;0;14;19;12;0;14;19;13;0;14;19;14;0;14;19;ran;2;13;18
110;40;13;25;ch;23;26;0;0;23;26;1;1;25;26;2;1;25;26;3;1;25;26;4;1;25;26;5;1;25;26;6;1;25;26;7;1;25;26;8;1;25;26;9;1;25;26;10;1;25;26;11;1;25;26;12;1;25;26;13;1;25;26;14;1;25;26;ran;3;25;26
111;8;4;3;ch;2;3;0;0;2;3;1;4;1;4;2;3;1;4;3;3;1;4;4;3;1;4;5;3;1;4;6;3;1;4;7;3;1;4;8;3;1;4;9;3;1;4;10;3;1;4;11;3;1;4;12;3;1;4;13;3;1;4;14;3;1;4;ran;4;1;4
112;22;11;14;ch;14;15;0;1;14;15;1;1;14;15;2;1;14;15;3;1;14;15;4;1;14;15;5;1;14;15;6;1;14;15;7;1;14;15;8;1;14;15;9;1;14;15;10;1;14;15;11;1;14;15;12;1;14;15;13;1;14;15;14;1;14;15;ran;0;14;15
114;18;9;9;ch;9;9;0;0;9;9;1;0;9;9;2;0;9;9;3;0;9;9;4;0;9;9;5;0;9;9;6;0;9;9;7;0;9;9;8;0;9;9;9;0;9;9;10;0;9;9;11;0;9;9;12;0;9;9;13;0;9;9;14;0;9;9;ran;3;9;9
115;22;7;13;ch;12;13;0;2;12;13;1;0;12;13;2;0;12;13;3;0;12;13;4;0;12;13;5;0;12;13;6;0;12;13;7;0;12;13;8;0;12;13;9;0;12;13;10;0;12;13;11;0;12;13;12;0;12;13;13;0;12;13;14;0;12;13;ran;4;11;12
116;22;9;14;ch;8;13;0;0;8;13;1;4;7;13;2;2;8;13;3;2;8;13;4;2;8;13;5;2;8;13;6;1;8;14;7;1;8;14;8;1;8;14;9;1;8;14;10;1;8;14;11;1;8;14;12;1;8;14;13;1;8;14;14;1;8;14;ran;2;8;13
117;13;6;5;ch;5;6;0;1;5;5;1;1;5;5;2;1;5;5;3;1;5;5;4;1;5;5;5;1;5;5;6;1;5;5;7;1;5;5;8;1;5;5;9;1;5;5;10;1;5;5;11;1;5;5;12;1;5;5;13;1;5;5;14;1;5;5;ran;1;5;5
118;26;14;18;ch;10;16;0;2;11;15;1;4;13;17;2;4;13;17;3;4;13;17;4;4;13;17;5;4;13;17;6;4;13;17;7;4;13;17;8;4;13;17;9;4;13;17;10;4;13;17;11;4;13;17;12;4;13;17;13;4;13;17;14;4;13;17;ran;1;12;18
119;21;9;10;ch;9;12;0;0;9;12;1;2;10;12;2;0;9;12;3;0;9;12;4;0;9;12;5;0;9;12;6;1;9;14;7;1;9;14;8;1;9;14;9;1;9;14;10;1;9;14;11;1;9;14;12;1;9;14;13;1;9;14;14;1;9;14;ran;2;10;12
120;26;11;16;ch;13;17;0;2;11;16;1;0;13;17;2;0;13;17;3;0;13;17;4;0;13;17;5;0;13;17;6;0;13;17;7;0;13;17;8;0;13;17;9;0;13;17;10;0;13;17;11;0;13;17;12;0;13;17;13;0;13;17;14;0;13;17;ran;2;11;16
121;19;12;13;ch;12;13;0;4;10;12;1;4;10;12;2;4;10;12;3;4;10;12;4;4;10;12;5;4;10;12;6;4;10;12;7;4;10;12;8;4;10;12;9;4;10;12;10;4;10;12;11;4;10;12;12;4;10;12;13;4;10;12;14;4;10;12;ran;3;9;12
122;19;10;9;ch;9;9;0;1;9;9;1;1;9;9;2;1;9;9;3;1;9;9;4;1;9;9;5;2;9;9;6;2;9;9;7;2;9;9;8;2;9;9;9;2;9;9;10;2;9;9;11;2;9;9;12;2;9;9;13;2;9;9;14;2;9;9;ran;3;9;10
123;5;5;2;ch;2;2;0;0;2;2;1;0;2;2;2;0;2;2;3;0;2;2;4;0;2;2;5;0;2;2;6;0;2;2;7;0;2;2;8;0;2;2;9;0;2;2;10;0;2;2;11;0;2;2;12;0;2;2;13;0;2;2;14;0;2;2;ran;1;2;2
124;24;13;16;ch;16;16;0;1;15;15;1;1;15;15;2;1;15;15;3;1;15;15;4;1;15;15;5;1;15;15;6;1;15;15;7;1;15;15;8;1;15;15;9;1;15;15;10;1;15;15;11;1;15;15;12;1;15;15;13;1;15;15;14;1;15;15;ran;1;15;15
125;21;8;14;ch;13;14;0;3;14;14;1;3;14;14;2;3;14;14;3;3;14;14;4;3;14;14;5;3;14;14;6;3;14;14;7;3;14;14;8;3;14;14;9;3;14;14;10;3;14;14;11;3;14;14;12;3;14;14;13;3;14;14;14;3;14;14;ran;2;14;15
126;27;8;18;ch;18;18;0;1;17;17;1;2;18;18;2;2;18;18;3;2;18;18;4;2;18;18;5;2;18;18;6;2;18;18;7;2;18;18;8;2;18;18;9;2;18;18;10;2;18;18;11;2;18;18;12;2;18;18;13;2;18;18;14;2;18;18;ran;4;18;18
127;11;7;8;ch;8;8;0;0;8;8;1;0;8;8;2;0;8;8;3;0;8;8;4;0;8;8;5;0;8;8;6;0;8;8;7;0;8;8;8;0;8;8;9;0;8;8;10;0;8;8;11;0;8;8;12;2;8;8;13;2;8;8;14;2;8;8;ran;1;8;8
128;13;7;7;ch;7;7;0;0;7;7;1;0;7;7;2;0;7;7;3;0;7;7;4;0;7;7;5;0;7;7;6;0;7;7;7;0;7;7;8;0;7;7;9;0;7;7;10;0;7;7;11;0;7;7;12;0;7;7;13;0;7;7;14;0;7;7;ran;3;7;7
130;20;12;12;ch;11;12;0;0;11;12;1;0;11;12;2;2;11;12;3;2;11;12;4;2;11;12;5;2;11;12;6;2;11;12;7;3;11;13;8;2;11;12;9;3;11;13;10;3;11;13;11;3;11;13;12;2;11;12;13;2;11;12;14;3;11;13;ran;1;9;12
131;20;9;11;ch;11;11;0;0;11;11;1;0;11;11;2;0;11;11;3;0;11;11;4;0;11;11;5;0;11;11;6;0;11;11;7;0;11;11;8;0;11;11;9;0;11;11;10;0;11;11;11;0;11;11;12;0;11;11;13;0;11;11;14;0;11;11;ran;2;11;12
132;30;14;20;ch;20;20;0;0;20;20;1;1;17;20;2;1;17;20;3;1;17;20;4;1;17;20;5;1;17;20;6;1;17;20;7;0;20;20;8;0;20;20;9;0;20;20;10;0;20;20;11;0;20;20;12;0;20;20;13;0;20;20;14;0;20;20;ran;1;17;20
134;21;8;11;ch;9;11;0;1;10;11;1;3;10;11;2;3;10;11;3;3;10;11;4;0;9;11;5;4;11;11;6;4;11;11;7;1;10;11;8;1;10;11;9;1;10;11;10;1;10;11;11;1;10;11;12;1;10;11;13;1;10;11;14;1;10;11;ran;1;10;11
135;27;9;15;ch;14;15;0;1;15;15;1;2;12;15;2;2;12;15;3;1;15;15;4;1;15;15;5;1;15;15;6;1;15;15;7;1;15;15;8;1;15;15;9;1;15;15;10;0;14;15;11;0;14;15;12;0;14;15;13;0;14;15;14;0;14;15;ran;3;12;15
136;21;10;16;ch;16;16;0;2;15;15;1;0;16;16;2;0;16;16;3;0;16;16;4;0;16;16;5;0;16;16;6;0;16;16;7;0;16;16;8;0;16;16;9;0;16;16;10;0;16;16;11;0;16;16;12;0;16;16;13;0;16;16;14;0;16;16;ran;4;15;17
137;13;8;8;ch;8;8;0;0;8;8;1;0;8;8;2;0;8;8;3;0;8;8;4;0;8;8;5;0;8;8;6;0;8;8;7;0;8;8;8;0;8;8;9;0;8;8;10;0;8;8;11;0;8;8;12;0;8;8;13;0;8;8;14;0;8;8;ran;4;7;8
138;25;9;15;ch;15;15;0;3;13;14;1;3;13;14;2;3;13;14;3;0;15;15;4;0;15;15;5;0;15;15;6;0;15;15;7;0;15;15;8;0;15;15;9;0;15;15;10;1;14;15;11;1;14;15;12;1;14;15;13;2;12;15;14;2;12;15;ran;3;13;14
139;34;8;19;ch;19;19;0;0;19;19;1;1;17;19;2;1;17;19;3;0;19;19;4;0;19;19;5;0;19;19;6;0;19;19;7;0;19;19;8;0;19;19;9;0;19;19;10;0;19;19;11;0;19;19;12;0;19;19;13;0;19;19;14;1;17;19;ran;1;17;19
140;13;7;7;ch;7;7;0;4;4;5;1;4;4;5;2;0;7;7;3;0;7;7;4;0;7;7;5;0;7;7;6;0;7;7;7;0;7;7;8;0;7;7;9;0;7;7;10;0;7;7;11;0;7;7;12;0;7;7;13;0;7;7;14;0;7;7;ran;2;6;7
141;20;9;10;ch;10;10;0;1;6;8;1;0;10;10;2;0;10;10;3;0;10;10;4;0;10;10;5;0;10;10;6;0;10;10;7;0;10;10;8;0;10;10;9;0;10;10;10;0;10;10;11;0;10;10;12;0;10;10;13;0;10;10;14;0;10;10;ran;0;10;10
142;39;13;22;ch;22;22;0;0;22;22;1;2;22;22;2;2;22;22;3;2;22;22;4;2;22;22;5;2;22;22;6;2;22;22;7;2;22;22;8;2;22;22;9;2;22;22;10;2;22;22;11;2;22;22;12;2;22;22;13;2;22;22;14;2;22;22;ran;1;22;23
143;30;14;18;ch;10;20;0;4;10;19;1;3;10;21;2;3;10;21;3;3;10;21;4;3;10;21;5;3;10;21;6;3;10;21;7;3;10;21;8;3;10;21;9;3;10;21;10;4;10;19;11;4;10;19;12;4;10;19;13;3;10;21;14;3;10;21;ran;0;10;20
144;35;16;24;ch;22;23;0;3;20;22;1;1;19;22;2;1;19;22;3;0;22;23;4;4;21;23;5;0;22;23;6;1;19;22;7;0;22;23;8;0;22;23;9;1;19;22;10;1;19;22;11;0;22;23;12;0;22;23;13;0;22;23;14;0;22;23;ran;2;22;24
145;25;11;16;ch;15;16;0;2;15;16;1;3;16;16;2;3;16;16;3;3;16;16;4;3;16;16;5;3;16;16;6;3;16;16;7;3;16;16;8;3;16;16;9;3;16;16;10;3;16;16;11;3;16;16;12;3;16;16;13;3;16;16;14;3;16;16;ran;1;15;16
146;9;5;3;ch;3;3;0;3;3;4;1;3;3;4;2;1;3;4;3;3;3;4;4;3;3;4;5;3;3;4;6;3;3;4;7;3;3;4;8;3;3;4;9;3;3;4;10;3;3;4;11;3;3;4;12;3;3;4;13;3;3;4;14;3;3;4;ran;2;3;3
147;8;5;4;ch;4;4;0;2;1;2;1;2;1;2;2;2;1;2;3;2;1;2;4;4;3;5;5;4;3;5;6;4;3;5;7;2;1;2;8;2;1;2;9;2;1;2;10;2;1;2;11;2;1;2;12;2;1;2;13;0;4;4;14;0;4;4;ran;3;3;5
148;30;9;13;ch;7;14;0;3;7;13;1;3;7;13;2;3;7;13;3;4;10;13;4;4;10;13;5;4;10;13;6;4;10;13;7;4;10;13;8;4;10;13;9;4;10;13;10;4;10;13;11;4;10;13;12;4;10;13;13;4;10;13;14;2;7;13;ran;2;7;13
149;30;9;17;ch;16;17;0;0;16;17;1;0;16;17;2;1;16;17;3;1;16;17;4;1;16;17;5;1;16;17;6;1;16;17;7;1;16;17;8;1;16;17;9;1;16;17;10;1;16;17;11;1;16;17;12;1;16;17;13;1;16;17;14;3;15;17;ran;1;16;17
150;15;7;7;ch;6;8;0;4;6;7;1;4;6;7;2;4;6;7;3;4;6;7;4;4;6;7;5;4;6;7;6;4;6;7;7;4;6;7;8;4;6;7;9;4;6;7;10;4;6;7;11;4;6;7;12;4;6;7;13;4;6;7;14;4;6;7;ran;1;6;8
151;16;7;6;ch;6;7;0;4;4;6;1;4;4;6;2;4;4;6;3;4;4;6;4;4;4;6;5;4;4;6;6;4;4;6;7;4;4;6;8;4;4;6;9;4;4;6;10;4;4;6;11;4;4;6;12;4;4;6;13;4;4;6;14;4;4;6;ran;3;5;6
152;19;11;12;ch;10;12;0;0;10;12;1;0;10;12;2;0;10;12;3;0;10;12;4;0;10;12;5;0;10;12;6;0;10;12;7;0;10;12;8;0;10;12;9;0;10;12;10;0;10;12;11;0;10;12;12;0;10;12;13;0;10;12;14;0;10;12;ran;0;10;12
153;20;10;13;ch;13;13;0;2;12;12;1;0;13;13;2;0;13;13;3;0;13;13;4;0;13;13;5;0;13;13;6;0;13;13;7;0;13;13;8;0;13;13;9;0;13;13;10;0;13;13;11;0;13;13;12;0;13;13;13;0;13;13;14;2;12;12;ran;0;13;13
154;10;6;6;ch;6;6;0;0;6;6;1;0;6;6;2;0;6;6;3;0;6;6;4;0;6;6;5;0;6;6;6;0;6;6;7;0;6;6;8;0;6;6;9;0;6;6;10;0;6;6;11;0;6;6;12;0;6;6;13;0;6;6;14;0;6;6;ran;1;6;6
155;20;8;12;ch;10;12;0;1;10;12;1;1;10;12;2;1;10;12;3;1;10;12;4;1;10;12;5;1;10;12;6;1;10;12;7;1;10;12;8;1;10;12;9;1;10;12;10;1;10;12;11;1;10;12;12;1;10;12;13;1;10;12;14;1;10;12;ran;0;10;12
156;14;9;8;ch;8;8;0;3;8;8;1;3;8;8;2;3;8;8;3;3;8;8;4;3;8;8;5;3;8;8;6;4;8;8;7;3;8;8;8;3;8;8;9;3;8;8;10;3;8;8;11;3;8;8;12;3;8;8;13;3;8;8;14;3;8;8;ran;3;8;8
157;19;9;13;ch;13;13;0;1;13;13;1;1;13;13;2;1;13;13;3;1;13;13;4;1;13;13;5;1;13;13;6;1;13;13;7;1;13;13;8;1;13;13;9;1;13;13;10;1;13;13;11;1;13;13;12;1;13;13;13;1;13;13;14;1;13;13;ran;4;12;12
158;29;12;21;ch;18;21;0;0;18;21;1;1;17;22;2;1;17;22;3;1;17;22;4;0;18;21;5;0;18;21;6;0;18;21;7;4;19;22;8;4;19;22;9;4;19;22;10;4;19;22;11;4;19;22;12;4;19;22;13;0;18;21;14;0;18;21;ran;2;18;21
159;19;10;13;ch;12;13;0;1;12;13;1;1;12;13;2;1;12;13;3;1;12;13;4;2;12;13;5;2;12;13;6;1;12;13;7;1;12;13;8;1;12;13;9;0;12;13;10;0;12;13;11;0;12;13;12;0;12;13;13;0;12;13;14;0;12;13;ran;3;12;13
160;8;6;4;ch;4;5;0;2;4;4;1;1;4;4;2;1;4;4;3;1;4;4;4;1;4;4;5;1;4;4;6;1;4;4;7;1;4;4;8;1;4;4;9;1;4;4;10;1;4;4;11;1;4;4;12;1;4;4;13;1;4;4;14;1;4;4;ran;0;4;5
161;24;8;15;ch;14;15;0;1;14;14;1;1;14;14;2;1;14;14;3;1;14;14;4;1;14;14;5;1;14;14;6;1;14;14;7;1;14;14;8;2;14;14;9;2;14;14;10;2;14;14;11;2;14;14;12;1;14;14;13;1;14;14;14;1;14;14;ran;1;14;14
162;39;12;21;ch;17;21;0;0;17;21;1;0;17;21;2;0;17;21;3;0;17;21;4;0;17;21;5;0;17;21;6;1;17;21;7;1;17;21;8;1;17;21;9;1;17;21;10;1;17;21;11;1;17;21;12;1;17;21;13;1;17;21;14;1;17;21;ran;1;17;21
163;15;7;11;ch;6;10;0;0;6;10;1;1;6;10;2;1;6;10;3;1;6;10;4;1;6;10;5;1;6;10;6;4;6;10;7;4;6;10;8;4;6;10;9;1;6;10;10;1;6;10;11;1;6;10;12;1;6;10;13;1;6;10;14;1;6;10;ran;2;9;11
164;28;10;15;ch;15;15;0;3;15;15;1;0;15;15;2;0;15;15;3;0;15;15;4;0;15;15;5;0;15;15;6;0;15;15;7;0;15;15;8;0;15;15;9;0;15;15;10;0;15;15;11;3;15;15;12;3;15;15;13;3;15;15;14;3;15;15;ran;4;15;15
165;31;9;15;ch;14;14;0;0;14;14;1;1;15;15;2;1;15;15;3;1;15;15;4;1;15;15;5;1;15;15;6;1;15;15;7;1;15;15;8;0;14;14;9;0;14;14;10;0;14;14;11;0;14;14;12;0;14;14;13;0;14;14;14;0;14;14;ran;3;14;14
166;21;10;11;ch;11;12;0;0;11;12;1;0;11;12;2;0;11;12;3;0;11;12;4;0;11;12;5;0;11;12;6;0;11;12;7;0;11;12;8;0;11;12;9;0;11;12;10;0;11;12;11;0;11;12;12;0;11;12;13;0;11;12;14;0;11;12;ran;0;11;12
167;28;11;16;ch;16;16;0;0;16;16;1;4;16;16;2;0;16;16;3;0;16;16;4;0;16;16;5;0;16;16;6;1;16;17;7;1;16;17;8;0;16;16;9;0;16;16;10;0;16;16;11;0;16;16;12;0;16;16;13;0;16;16;14;0;16;16;ran;4;16;16
168;11;9;6;ch;6;6;0;2;5;5;1;0;6;6;2;0;6;6;3;0;6;6;4;0;6;6;5;0;6;6;6;4;6;7;7;4;6;7;8;4;6;7;9;4;6;7;10;4;6;7;11;0;6;6;12;0;6;6;13;0;6;6;14;0;6;6;ran;3;6;6
169;23;11;15;ch;13;16;0;2;15;15;1;1;14;16;2;1;14;16;3;1;14;16;4;1;14;16;5;1;14;16;6;1;14;16;7;1;14;16;8;1;14;16;9;1;14;16;10;2;15;15;11;2;15;15;12;2;15;15;13;2;15;15;14;2;15;15;ran;0;13;16
170;27;8;12;ch;12;14;0;4;11;12;1;4;11;12;2;4;11;12;3;4;11;12;4;4;11;12;5;4;11;12;6;4;11;12;7;4;11;12;8;4;11;12;9;4;11;12;10;4;11;12;11;4;11;12;12;4;11;12;13;4;11;12;14;4;11;12;ran;1;12;12
171;16;6;7;ch;7;7;0;0;7;7;1;0;7;7;2;0;7;7;3;0;7;7;4;0;7;7;5;0;7;7;6;0;7;7;7;0;7;7;8;0;7;7;9;0;7;7;10;0;7;7;11;0;7;7;12;0;7;7;13;0;7;7;14;0;7;7;ran;1;7;7
172;23;8;16;ch;14;15;0;2;13;14;1;4;15;15;2;4;15;15;3;1;16;16;4;1;16;16;5;1;16;16;6;1;16;16;7;1;16;16;8;1;16;16;9;1;16;16;10;1;16;16;11;0;14;15;12;0;14;15;13;0;14;15;14;1;16;16;ran;2;13;14
173;25;9;14;ch;13;15;0;2;12;14;1;3;14;15;2;3;14;15;3;3;14;15;4;3;14;15;5;3;14;15;6;3;14;15;7;3;14;15;8;3;14;15;9;3;14;15;10;3;14;15;11;3;14;15;12;3;14;15;13;3;14;15;14;3;14;15;ran;0;13;15
174;20;8;10;ch;10;10;0;2;10;10;1;1;10;10;2;1;10;10;3;1;10;10;4;1;10;10;5;1;10;10;6;1;10;10;7;1;10;10;8;1;10;10;9;1;10;10;10;1;10;10;11;1;10;10;12;1;10;10;13;1;10;10;14;1;10;10;ran;2;10;10
175;22;10;14;ch;13;14;0;2;14;14;1;4;13;14;2;2;14;14;3;2;14;14;4;2;14;14;5;2;14;14;6;2;14;14;7;2;14;14;8;2;14;14;9;2;14;14;10;2;14;14;11;2;14;14;12;2;14;14;13;2;14;14;14;2;14;14;ran;2;14;14
176;26;9;15;ch;14;15;0;2;14;15;1;2;14;15;2;2;14;15;3;2;14;15;4;2;14;15;5;2;14;15;6;0;14;15;7;2;14;15;8;0;14;15;9;0;14;15;10;0;14;15;11;0;14;15;12;0;14;15;13;0;14;15;14;0;14;15;ran;1;14;16
177;23;11;16;ch;16;16;0;3;16;16;1;1;16;16;2;1;16;16;3;1;16;16;4;1;16;16;5;1;16;16;6;1;16;16;7;1;16;16;8;1;16;16;9;1;16;16;10;1;16;16;11;1;16;16;12;1;16;16;13;1;16;16;14;1;16;16;ran;3;16;16
178;23;10;14;ch;13;14;0;3;14;14;1;1;13;14;2;1;13;14;3;1;13;14;4;1;13;14;5;1;13;14;6;1;13;14;7;1;13;14;8;1;13;14;9;1;13;14;10;1;13;14;11;1;13;14;12;1;13;14;13;1;13;14;14;1;13;14;ran;4;13;14
179;7;5;3;ch;3;3;0;0;3;3;1;0;3;3;2;0;3;3;3;0;3;3;4;0;3;3;5;0;3;3;6;0;3;3;7;0;3;3;8;0;3;3;9;0;3;3;10;0;3;3;11;0;3;3;12;0;3;3;13;0;3;3;14;0;3;3;ran;0;3;3
180;10;7;6;ch;6;6;0;3;5;5;1;3;5;5;2;3;5;5;3;3;5;5;4;3;5;5;5;3;5;5;6;3;5;5;7;3;5;5;8;0;6;6;9;0;6;6;10;0;6;6;11;0;6;6;12;0;6;6;13;0;6;6;14;0;6;6;ran;2;5;6
182;29;8;11;ch;8;10;0;2;7;10;1;4;7;11;2;4;7;11;3;4;7;11;4;4;7;11;5;4;7;11;6;4;7;11;7;4;7;11;8;4;7;11;9;4;7;11;10;4;7;11;11;4;7;11;12;4;7;11;13;4;7;11;14;4;7;11;ran;1;8;10
183;11;9;7;ch;7;7;0;2;6;6;1;2;6;6;2;2;6;6;3;2;6;6;4;0;7;7;5;0;7;7;6;0;7;7;7;0;7;7;8;0;7;7;9;0;7;7;10;0;7;7;11;0;7;7;12;0;7;7;13;0;7;7;14;0;7;7;ran;0;7;7
184;4;5;2;ch;2;2;0;2;2;2;1;0;2;2;2;0;2;2;3;0;2;2;4;0;2;2;5;0;2;2;6;0;2;2;7;0;2;2;8;0;2;2;9;0;2;2;10;0;2;2;11;0;2;2;12;0;2;2;13;0;2;2;14;0;2;2;ran;4;2;2
185;11;6;6;ch;6;6;0;0;6;6;1;0;6;6;2;0;6;6;3;0;6;6;4;0;6;6;5;0;6;6;6;0;6;6;7;0;6;6;8;0;6;6;9;0;6;6;10;0;6;6;11;0;6;6;12;0;6;6;13;0;6;6;14;0;6;6;ran;1;6;6
186;27;11;15;ch;15;15;0;1;15;15;1;1;15;15;2;1;15;15;3;1;15;15;4;1;15;15;5;1;15;15;6;1;15;15;7;1;15;15;8;1;15;15;9;1;15;15;10;1;15;15;11;1;15;15;12;1;15;15;13;1;15;15;14;1;15;15;ran;4;15;15
187;21;8;9;ch;6;7;0;0;6;7;1;2;6;8;2;2;6;8;3;2;6;8;4;0;6;7;5;0;6;7;6;0;6;7;7;0;6;7;8;0;6;7;9;0;6;7;10;0;6;7;11;0;6;7;12;0;6;7;13;0;6;7;14;0;6;7;ran;2;6;8
188;14;9;8;ch;8;9;0;0;8;9;1;0;8;9;2;0;8;9;3;0;8;9;4;0;8;9;5;0;8;9;6;0;8;9;7;0;8;9;8;0;8;9;9;0;8;9;10;0;8;9;11;0;8;9;12;0;8;9;13;0;8;9;14;0;8;9;ran;0;8;9
189;16;7;9;ch;9;10;0;4;8;9;1;4;8;9;2;4;8;9;3;4;8;9;4;0;9;10;5;0;9;10;6;0;9;10;7;0;9;10;8;0;9;10;9;0;9;10;10;0;9;10;11;0;9;10;12;0;9;10;13;0;9;10;14;0;9;10;ran;1;9;10
190;38;13;24;ch;16;22;0;4;17;22;1;4;17;22;2;4;17;22;3;4;17;22;4;1;18;23;5;1;18;23;6;1;18;23;7;1;18;23;8;1;18;23;9;1;18;23;10;1;18;23;11;1;18;23;12;1;18;23;13;1;18;23;14;1;18;23;ran;4;17;22
191;19;8;13;ch;9;12;0;4;9;11;1;1;9;12;2;1;9;12;3;1;9;12;4;1;9;12;5;4;9;11;6;0;9;12;7;0;9;12;8;0;9;12;9;0;9;12;10;0;9;12;11;0;9;12;12;0;9;12;13;0;9;12;14;0;9;12;ran;0;9;12
192;9;7;6;ch;6;6;0;1;5;5;1;1;5;5;2;1;5;5;3;1;5;5;4;1;5;5;5;1;5;5;6;1;5;5;7;1;5;5;8;1;5;5;9;1;5;5;10;1;5;5;11;1;5;5;12;1;5;5;13;1;5;5;14;1;5;5;ran;2;6;6
