TRAIN_CORPUS=./input/wsj-02-21clean.mrg
TEST_CORPUS=./input/wsj-22clean.mrg
nBestCharniakParsesFile=./input/WSJ22Charniak_best10_noAux.txt
nBest=5
0 sentences were reranked out of 0

PROBABILITY_MODEL=topdown_with_path
INCLUDE_DISCONTIGUITIES=true
INCLUDE_DISCONTIGUITIES_ALTERNATIVE=false
LAMBDA_1=0.1; LAMBDA_2=0.2; LAMBDA_3=0.1
BACK_OFF_FACTOR=4.0
MAX_SENTENCE_SIZE_FOR_TESTSENTENCES=40
SMOOTH_FOR_UNKNOWN_WORDS=true
DO_LEMMATIZATION=true
CONVERT_INITIAL_WORD2LOWERCASE=false
WORD_FREQUENCY_THRESHOLD_FOR_SMOOTHING=4
MINIMUM_NUMBER_UNIQUE_WORDS_PER_UNKNOWN_CLASS=3
SMOOTH_FOR_UNKNOWN_PRODUCTIONS=true
DO_HORIZONTAL_MARKOVIZATION=true

Test sent.;length;depth;#cstit;ch;#mcst;#cst;h1;#cand;#mcst;#cst;h2;#cand;#mcst;#cst;h3;#cand;#mcst;#cst;h4;#cand;#mcst;#cst;h5;#cand;#mcst;#cst;h6;#cand;#mcst;#cst;h7;#cand;#mcst;#cst;h8;#cand;#mcst;#cst;h9;#cand;#mcst;#cst;h10;#cand;#mcst;#cst;h11;#cand;#mcst;#cst;h12;#cand;#mcst;#cst;h13;#cand;#mcst;#cst;h14;#cand;#mcst;#cst;ran;#cand;#mcst;#cst
1255;10;4;2;ch;2;3;1;0;2;3;2;0;2;3;3;0;2;3;4;0;2;3;5;0;2;3;6;0;2;3;7;0;2;3;8;0;2;3;9;0;2;3;10;0;2;3;11;0;2;3;12;0;2;3;13;0;2;3;14;0;2;3;ran;3;1;3
1256;6;4;3;ch;3;3;1;0;3;3;2;0;3;3;3;0;3;3;4;0;3;3;5;0;3;3;6;0;3;3;7;0;3;3;8;0;3;3;9;0;3;3;10;0;3;3;11;0;3;3;12;0;3;3;13;0;3;3;14;0;3;3;ran;3;3;3
1257;15;7;8;ch;8;8;1;2;6;8;2;2;6;8;3;2;6;8;4;2;6;8;5;2;6;8;6;0;8;8;7;0;8;8;8;0;8;8;9;0;8;8;10;0;8;8;11;0;8;8;12;0;8;8;13;0;8;8;14;0;8;8;ran;4;6;8
1258;10;5;3;ch;3;3;1;2;3;3;2;2;3;3;3;2;3;3;4;2;3;3;5;0;3;3;6;0;3;3;7;0;3;3;8;2;3;3;9;2;3;3;10;2;3;3;11;2;3;3;12;2;3;3;13;4;3;6;14;4;3;6;ran;2;3;3
1259;11;7;7;ch;5;7;1;0;5;7;2;0;5;7;3;0;5;7;4;0;5;7;5;0;5;7;6;2;7;7;7;2;7;7;8;2;7;7;9;2;7;7;10;2;7;7;11;2;7;7;12;2;7;7;13;2;7;7;14;2;7;7;ran;1;5;6
1261;33;10;24;ch;23;23;1;1;23;23;2;1;23;23;3;1;23;23;4;1;23;23;5;1;23;23;6;1;23;23;7;1;23;23;8;1;23;23;9;1;23;23;10;1;23;23;11;1;23;23;12;1;23;23;13;1;23;23;14;1;23;23;ran;4;24;24
1262;29;6;19;ch;19;19;1;0;19;19;2;0;19;19;3;0;19;19;4;0;19;19;5;0;19;19;6;0;19;19;7;0;19;19;8;0;19;19;9;0;19;19;10;0;19;19;11;0;19;19;12;0;19;19;13;0;19;19;14;0;19;19;ran;2;19;19
1263;28;11;19;ch;13;15;1;1;13;15;2;4;13;16;3;4;13;16;4;4;13;16;5;4;13;16;6;4;13;16;7;1;13;15;8;3;14;15;9;3;14;15;10;3;14;15;11;3;14;15;12;1;13;15;13;1;13;15;14;1;13;15;ran;3;14;15
1264;7;5;4;ch;4;4;1;0;4;4;2;0;4;4;3;0;4;4;4;0;4;4;5;0;4;4;6;0;4;4;7;0;4;4;8;0;4;4;9;0;4;4;10;0;4;4;11;0;4;4;12;0;4;4;13;0;4;4;14;0;4;4;ran;2;3;4
1265;22;6;15;ch;15;15;1;0;15;15;2;0;15;15;3;0;15;15;4;0;15;15;5;0;15;15;6;0;15;15;7;0;15;15;8;0;15;15;9;0;15;15;10;0;15;15;11;0;15;15;12;0;15;15;13;0;15;15;14;0;15;15;ran;0;15;15
1266;33;6;21;ch;21;21;1;0;21;21;2;0;21;21;3;0;21;21;4;0;21;21;5;0;21;21;6;0;21;21;7;0;21;21;8;0;21;21;9;0;21;21;10;0;21;21;11;0;21;21;12;0;21;21;13;0;21;21;14;0;21;21;ran;4;21;22
1267;12;5;5;ch;3;5;1;2;4;4;2;2;4;4;3;2;4;4;4;2;4;4;5;2;4;4;6;2;4;4;7;2;4;4;8;2;4;4;9;2;4;4;10;2;4;4;11;2;4;4;12;2;4;4;13;2;4;4;14;2;4;4;ran;0;3;5
1269;32;7;21;ch;20;20;1;4;21;21;2;4;21;21;3;4;21;21;4;4;21;21;5;4;21;21;6;4;21;21;7;4;21;21;8;4;21;21;9;4;21;21;10;4;21;21;11;4;21;21;12;4;21;21;13;4;21;21;14;4;21;21;ran;3;18;18
1270;21;9;15;ch;15;16;1;0;15;16;2;0;15;16;3;0;15;16;4;0;15;16;5;0;15;16;6;0;15;16;7;0;15;16;8;0;15;16;9;0;15;16;10;0;15;16;11;0;15;16;12;0;15;16;13;0;15;16;14;0;15;16;ran;4;13;15
1271;24;6;13;ch;13;13;1;0;13;13;2;0;13;13;3;0;13;13;4;0;13;13;5;0;13;13;6;0;13;13;7;0;13;13;8;0;13;13;9;0;13;13;10;0;13;13;11;0;13;13;12;0;13;13;13;0;13;13;14;0;13;13;ran;1;13;13
1272;15;7;9;ch;9;9;1;0;9;9;2;0;9;9;3;0;9;9;4;0;9;9;5;0;9;9;6;0;9;9;7;0;9;9;8;0;9;9;9;0;9;9;10;0;9;9;11;0;9;9;12;0;9;9;13;0;9;9;14;0;9;9;ran;1;8;8
1274;22;8;13;ch;13;13;1;3;11;13;2;3;11;13;3;1;12;14;4;1;12;14;5;0;13;13;6;0;13;13;7;0;13;13;8;0;13;13;9;0;13;13;10;0;13;13;11;0;13;13;12;0;13;13;13;0;13;13;14;0;13;13;ran;2;12;12
1275;20;7;9;ch;8;8;1;1;8;8;2;0;8;8;3;0;8;8;4;0;8;8;5;0;8;8;6;0;8;8;7;0;8;8;8;0;8;8;9;0;8;8;10;0;8;8;11;0;8;8;12;0;8;8;13;0;8;8;14;0;8;8;ran;1;8;8
1276;6;4;2;ch;2;2;1;1;2;2;2;1;2;2;3;1;2;2;4;0;2;2;5;0;2;2;6;0;2;2;7;0;2;2;8;0;2;2;9;0;2;2;10;0;2;2;11;0;2;2;12;0;2;2;13;0;2;2;14;0;2;2;ran;1;2;2
1278;6;4;2;ch;2;2;1;1;2;2;2;1;2;2;3;1;2;2;4;0;2;2;5;0;2;2;6;0;2;2;7;0;2;2;8;0;2;2;9;0;2;2;10;0;2;2;11;0;2;2;12;0;2;2;13;0;2;2;14;0;2;2;ran;3;1;2
1279;9;4;3;ch;3;3;1;2;3;3;2;2;3;3;3;2;3;3;4;2;3;3;5;2;3;3;6;2;3;3;7;2;3;3;8;1;3;3;9;1;3;3;10;1;3;3;11;1;3;3;12;1;3;3;13;1;3;3;14;1;3;3;ran;0;3;3
1280;20;6;11;ch;11;11;1;4;9;13;2;4;9;13;3;4;9;13;4;0;11;11;5;0;11;11;6;0;11;11;7;0;11;11;8;0;11;11;9;0;11;11;10;0;11;11;11;0;11;11;12;0;11;11;13;2;9;11;14;2;9;11;ran;2;9;11
1281;22;14;15;ch;15;16;1;2;15;15;2;0;15;16;3;2;15;15;4;0;15;16;5;2;15;15;6;2;15;15;7;2;15;15;8;2;15;15;9;2;15;15;10;2;15;15;11;2;15;15;12;2;15;15;13;2;15;15;14;2;15;15;ran;3;15;15
1282;27;11;15;ch;14;15;1;3;11;14;2;0;14;15;3;0;14;15;4;0;14;15;5;0;14;15;6;0;14;15;7;1;12;14;8;1;12;14;9;1;12;14;10;0;14;15;11;0;14;15;12;0;14;15;13;0;14;15;14;0;14;15;ran;3;11;14
1283;29;15;21;ch;21;21;1;0;21;21;2;0;21;21;3;0;21;21;4;0;21;21;5;0;21;21;6;0;21;21;7;0;21;21;8;0;21;21;9;0;21;21;10;3;18;21;11;0;21;21;12;2;18;20;13;4;17;20;14;4;17;20;ran;2;18;20
1284;28;16;19;ch;19;19;1;3;13;18;2;3;13;18;3;3;13;18;4;2;19;19;5;2;19;19;6;2;19;19;7;2;19;19;8;2;19;19;9;2;19;19;10;2;19;19;11;3;13;18;12;3;13;18;13;3;13;18;14;3;13;18;ran;1;13;18
1285;35;16;22;ch;22;23;1;3;17;22;2;0;22;23;3;0;22;23;4;0;22;23;5;0;22;23;6;0;22;23;7;0;22;23;8;0;22;23;9;0;22;23;10;0;22;23;11;0;22;23;12;0;22;23;13;0;22;23;14;0;22;23;ran;2;19;22
1286;12;12;9;ch;9;10;1;1;9;9;2;0;9;10;3;1;9;9;4;1;9;9;5;1;9;9;6;1;9;9;7;1;9;9;8;1;9;9;9;1;9;9;10;1;9;9;11;1;9;9;12;0;9;10;13;0;9;10;14;0;9;10;ran;3;9;9
1287;13;12;9;ch;9;9;1;1;8;8;2;1;8;8;3;1;8;8;4;1;8;8;5;0;9;9;6;0;9;9;7;0;9;9;8;0;9;9;9;0;9;9;10;0;9;9;11;0;9;9;12;0;9;9;13;0;9;9;14;0;9;9;ran;0;9;9
1288;36;14;21;ch;20;20;1;1;20;21;2;1;20;21;3;1;20;21;4;1;20;21;5;1;20;21;6;1;20;21;7;1;20;21;8;1;20;21;9;1;20;21;10;1;20;21;11;1;20;21;12;4;21;21;13;4;21;21;14;1;20;21;ran;4;21;21
1289;27;14;18;ch;16;18;1;2;18;18;2;2;18;18;3;2;18;18;4;0;16;18;5;0;16;18;6;0;16;18;7;0;16;18;8;0;16;18;9;0;16;18;10;0;16;18;11;0;16;18;12;0;16;18;13;0;16;18;14;0;16;18;ran;4;16;19
1290;23;9;13;ch;13;13;1;1;12;13;2;0;13;13;3;0;13;13;4;0;13;13;5;0;13;13;6;0;13;13;7;0;13;13;8;1;12;13;9;1;12;13;10;1;12;13;11;1;12;13;12;1;12;13;13;1;12;13;14;1;12;13;ran;1;12;13
1291;18;10;11;ch;10;11;1;0;10;11;2;0;10;11;3;0;10;11;4;3;11;12;5;3;11;12;6;3;11;12;7;3;11;12;8;3;11;12;9;3;11;12;10;3;11;12;11;3;11;12;12;3;11;12;13;3;11;12;14;3;11;12;ran;4;8;11
1292;27;9;16;ch;16;16;1;0;16;16;2;0;16;16;3;0;16;16;4;0;16;16;5;0;16;16;6;0;16;16;7;1;16;16;8;1;16;16;9;1;16;16;10;1;16;16;11;1;16;16;12;1;16;16;13;1;16;16;14;1;16;16;ran;2;14;17
1293;32;11;17;ch;17;17;1;1;17;17;2;1;17;17;3;1;17;17;4;0;17;17;5;0;17;17;6;0;17;17;7;0;17;17;8;0;17;17;9;0;17;17;10;0;17;17;11;0;17;17;12;0;17;17;13;0;17;17;14;0;17;17;ran;1;17;17
1294;26;11;15;ch;13;15;1;3;13;16;2;3;13;16;3;3;13;16;4;3;13;16;5;3;13;16;6;3;13;16;7;3;13;16;8;3;13;16;9;3;13;16;10;3;13;16;11;3;13;16;12;3;13;16;13;3;13;16;14;3;13;16;ran;4;12;14
1295;18;12;11;ch;11;11;1;1;11;11;2;3;9;10;3;3;9;10;4;3;9;10;5;3;9;10;6;3;9;10;7;3;9;10;8;3;9;10;9;3;9;10;10;3;9;10;11;3;9;10;12;3;9;10;13;3;9;10;14;3;9;10;ran;4;11;12
1296;36;11;22;ch;18;24;1;0;18;24;2;0;18;24;3;0;18;24;4;0;18;24;5;2;21;23;6;2;21;23;7;2;21;23;8;2;21;23;9;2;21;23;10;2;21;23;11;2;21;23;12;2;21;23;13;2;21;23;14;2;21;23;ran;3;21;23
1297;8;7;5;ch;4;5;1;0;4;5;2;0;4;5;3;0;4;5;4;0;4;5;5;0;4;5;6;0;4;5;7;0;4;5;8;0;4;5;9;0;4;5;10;0;4;5;11;0;4;5;12;0;4;5;13;0;4;5;14;0;4;5;ran;1;5;5
1298;33;10;21;ch;21;21;1;1;20;21;2;1;20;21;3;1;20;21;4;1;20;21;5;2;20;22;6;2;20;22;7;4;20;21;8;4;20;21;9;4;20;21;10;4;20;21;11;4;20;21;12;4;20;21;13;4;20;21;14;4;20;21;ran;2;20;22
1299;27;16;17;ch;17;17;1;3;17;17;2;3;17;17;3;0;17;17;4;0;17;17;5;0;17;17;6;0;17;17;7;0;17;17;8;0;17;17;9;0;17;17;10;0;17;17;11;0;17;17;12;0;17;17;13;0;17;17;14;0;17;17;ran;1;16;17
1301;11;7;7;ch;7;7;1;0;7;7;2;0;7;7;3;0;7;7;4;0;7;7;5;0;7;7;6;0;7;7;7;0;7;7;8;0;7;7;9;0;7;7;10;0;7;7;11;0;7;7;12;0;7;7;13;0;7;7;14;0;7;7;ran;0;7;7
1302;31;13;19;ch;14;20;1;3;13;19;2;3;13;19;3;3;13;19;4;3;13;19;5;3;13;19;6;3;13;19;7;3;13;19;8;3;13;19;9;3;13;19;10;1;14;20;11;3;13;19;12;3;13;19;13;3;13;19;14;2;14;19;ran;0;14;20
1303;21;10;12;ch;9;10;1;1;11;11;2;1;11;11;3;1;11;11;4;1;11;11;5;1;11;11;6;1;11;11;7;1;11;11;8;1;11;11;9;1;11;11;10;1;11;11;11;1;11;11;12;1;11;11;13;1;11;11;14;1;11;11;ran;1;11;11
1304;25;9;16;ch;16;16;1;0;16;16;2;0;16;16;3;0;16;16;4;0;16;16;5;0;16;16;6;0;16;16;7;0;16;16;8;0;16;16;9;0;16;16;10;1;16;16;11;1;16;16;12;1;16;16;13;1;16;16;14;1;16;16;ran;2;16;16
1306;18;7;10;ch;10;11;1;4;9;10;2;4;9;10;3;4;9;10;4;4;9;10;5;4;9;10;6;4;9;10;7;4;9;10;8;4;9;10;9;4;9;10;10;4;9;10;11;3;10;10;12;3;10;10;13;3;10;10;14;3;10;10;ran;3;10;10
1307;32;24;25;ch;24;26;1;3;25;25;2;3;25;25;3;3;25;25;4;3;25;25;5;3;25;25;6;3;25;25;7;3;25;25;8;3;25;25;9;3;25;25;10;3;25;25;11;3;25;25;12;3;25;25;13;4;25;25;14;1;24;26;ran;2;22;25
1308;29;12;19;ch;18;20;1;3;18;19;2;3;18;19;3;3;18;19;4;3;18;19;5;3;18;19;6;3;18;19;7;3;18;19;8;3;18;19;9;3;18;19;10;3;18;19;11;3;18;19;12;3;18;19;13;3;18;19;14;3;18;19;ran;2;17;20
1309;22;10;12;ch;12;12;1;0;12;12;2;0;12;12;3;0;12;12;4;0;12;12;5;0;12;12;6;0;12;12;7;0;12;12;8;0;12;12;9;0;12;12;10;0;12;12;11;0;12;12;12;0;12;12;13;0;12;12;14;0;12;12;ran;3;10;12
1310;29;14;16;ch;16;17;1;4;15;16;2;4;15;16;3;0;16;17;4;0;16;17;5;0;16;17;6;0;16;17;7;0;16;17;8;0;16;17;9;0;16;17;10;0;16;17;11;0;16;17;12;0;16;17;13;0;16;17;14;0;16;17;ran;2;16;17
1311;26;14;17;ch;13;16;1;4;14;17;2;0;13;16;3;0;13;16;4;0;13;16;5;0;13;16;6;0;13;16;7;0;13;16;8;0;13;16;9;0;13;16;10;0;13;16;11;0;13;16;12;0;13;16;13;0;13;16;14;0;13;16;ran;1;13;17
1313;32;15;21;ch;20;21;1;1;20;21;2;1;20;21;3;1;20;21;4;1;20;21;5;0;20;21;6;0;20;21;7;0;20;21;8;0;20;21;9;0;20;21;10;0;20;21;11;0;20;21;12;0;20;21;13;0;20;21;14;0;20;21;ran;0;20;21
1314;21;10;11;ch;11;11;1;1;10;12;2;1;10;12;3;1;10;12;4;1;10;12;5;1;10;12;6;1;10;12;7;1;10;12;8;1;10;12;9;1;10;12;10;1;10;12;11;1;10;12;12;1;10;12;13;1;10;12;14;0;11;11;ran;0;11;11
1315;10;7;5;ch;5;6;1;2;5;6;2;2;5;6;3;2;5;6;4;2;5;6;5;2;5;6;6;2;5;6;7;2;5;6;8;2;5;6;9;2;5;6;10;2;5;6;11;2;5;6;12;2;5;6;13;2;5;6;14;2;5;6;ran;4;4;6
1316;23;20;19;ch;17;18;1;2;19;19;2;2;19;19;3;2;19;19;4;2;19;19;5;2;19;19;6;2;19;19;7;2;19;19;8;2;19;19;9;2;19;19;10;2;19;19;11;2;19;19;12;2;19;19;13;2;19;19;14;2;19;19;ran;3;17;18
1317;11;6;6;ch;6;6;1;2;6;6;2;2;6;6;3;2;6;6;4;2;6;6;5;2;6;6;6;2;6;6;7;2;6;6;8;2;6;6;9;2;6;6;10;2;6;6;11;2;6;6;12;2;6;6;13;2;6;6;14;2;6;6;ran;3;6;6
1318;32;15;21;ch;19;22;1;0;19;22;2;0;19;22;3;0;19;22;4;0;19;22;5;0;19;22;6;1;20;21;7;1;20;21;8;1;20;21;9;1;20;21;10;1;20;21;11;1;20;21;12;1;20;21;13;1;20;21;14;1;20;21;ran;2;19;22
1319;15;7;9;ch;9;9;1;1;9;9;2;1;9;9;3;0;9;9;4;0;9;9;5;0;9;9;6;0;9;9;7;0;9;9;8;0;9;9;9;0;9;9;10;0;9;9;11;0;9;9;12;0;9;9;13;0;9;9;14;0;9;9;ran;0;9;9
1321;25;13;18;ch;15;18;1;0;15;18;2;0;15;18;3;0;15;18;4;4;11;18;5;4;11;18;6;4;11;18;7;4;11;18;8;4;11;18;9;4;11;18;10;4;11;18;11;4;11;18;12;4;11;18;13;4;11;18;14;4;11;18;ran;2;13;18
1323;27;13;14;ch;13;15;1;4;14;14;2;4;14;14;3;4;14;14;4;4;14;14;5;4;14;14;6;4;14;14;7;3;9;14;8;3;9;14;9;4;14;14;10;3;9;14;11;3;9;14;12;3;9;14;13;3;9;14;14;3;9;14;ran;3;9;14
1324;37;16;22;ch;20;21;1;4;21;21;2;4;21;21;3;4;21;21;4;4;21;21;5;4;21;21;6;4;21;21;7;4;21;21;8;4;21;21;9;4;21;21;10;4;21;21;11;4;21;21;12;4;21;21;13;4;21;21;14;4;21;21;ran;3;20;20
1325;8;7;6;ch;6;6;1;0;6;6;2;0;6;6;3;0;6;6;4;0;6;6;5;0;6;6;6;0;6;6;7;0;6;6;8;0;6;6;9;0;6;6;10;0;6;6;11;0;6;6;12;0;6;6;13;0;6;6;14;0;6;6;ran;1;5;6
1326;29;9;15;ch;15;15;1;0;15;15;2;0;15;15;3;0;15;15;4;0;15;15;5;0;15;15;6;0;15;15;7;0;15;15;8;0;15;15;9;0;15;15;10;0;15;15;11;0;15;15;12;0;15;15;13;0;15;15;14;0;15;15;ran;3;12;15
1327;34;14;25;ch;22;25;1;1;24;25;2;1;24;25;3;1;24;25;4;1;24;25;5;1;24;25;6;1;24;25;7;1;24;25;8;1;24;25;9;1;24;25;10;1;24;25;11;1;24;25;12;1;24;25;13;1;24;25;14;1;24;25;ran;4;22;25
1328;26;9;15;ch;15;16;1;0;15;16;2;0;15;16;3;0;15;16;4;0;15;16;5;0;15;16;6;0;15;16;7;0;15;16;8;0;15;16;9;0;15;16;10;0;15;16;11;0;15;16;12;0;15;16;13;0;15;16;14;0;15;16;ran;1;15;18
1329;18;10;12;ch;11;11;1;2;10;13;2;4;10;12;3;4;10;12;4;4;10;12;5;4;10;12;6;4;10;12;7;4;10;12;8;4;10;12;9;4;10;12;10;4;10;12;11;4;10;12;12;4;10;12;13;4;10;12;14;4;10;12;ran;2;10;13
1330;20;9;13;ch;13;13;1;2;13;13;2;2;13;13;3;2;13;13;4;2;13;13;5;2;13;13;6;2;13;13;7;2;13;13;8;2;13;13;9;2;13;13;10;2;13;13;11;2;13;13;12;2;13;13;13;2;13;13;14;2;13;13;ran;0;13;13
1331;20;17;17;ch;17;17;1;0;17;17;2;0;17;17;3;0;17;17;4;0;17;17;5;0;17;17;6;0;17;17;7;0;17;17;8;0;17;17;9;0;17;17;10;0;17;17;11;0;17;17;12;0;17;17;13;0;17;17;14;0;17;17;ran;0;17;17
1332;10;6;5;ch;4;4;1;0;4;4;2;0;4;4;3;0;4;4;4;0;4;4;5;0;4;4;6;0;4;4;7;0;4;4;8;0;4;4;9;0;4;4;10;0;4;4;11;0;4;4;12;0;4;4;13;0;4;4;14;0;4;4;ran;2;5;5
1333;20;12;14;ch;14;14;1;1;13;14;2;2;13;14;3;2;13;14;4;2;13;14;5;1;13;14;6;1;13;14;7;1;13;14;8;1;13;14;9;1;13;14;10;1;13;14;11;1;13;14;12;1;13;14;13;1;13;14;14;1;13;14;ran;1;13;14
1334;12;10;7;ch;7;8;1;1;7;7;2;1;7;7;3;1;7;7;4;1;7;7;5;1;7;7;6;1;7;7;7;1;7;7;8;1;7;7;9;1;7;7;10;1;7;7;11;1;7;7;12;1;7;7;13;1;7;7;14;1;7;7;ran;2;7;7
1335;36;16;26;ch;25;26;1;1;25;26;2;1;25;26;3;1;25;26;4;1;25;26;5;1;25;26;6;1;25;26;7;1;25;26;8;1;25;26;9;1;25;26;10;1;25;26;11;1;25;26;12;1;25;26;13;1;25;26;14;1;25;26;ran;4;25;26
1336;16;7;10;ch;10;10;1;4;10;10;2;4;10;10;3;4;10;10;4;4;10;10;5;4;10;10;6;4;10;10;7;4;10;10;8;4;10;10;9;4;10;10;10;4;10;10;11;4;10;10;12;4;10;10;13;4;10;10;14;4;10;10;ran;0;10;10
1337;12;5;5;ch;5;6;1;2;5;6;2;2;5;6;3;2;5;6;4;2;5;6;5;2;5;6;6;2;5;6;7;2;5;6;8;2;5;6;9;2;5;6;10;2;5;6;11;2;5;6;12;2;5;6;13;2;5;6;14;2;5;6;ran;2;5;6
1338;24;9;14;ch;14;14;1;3;13;13;2;3;13;13;3;3;13;13;4;3;13;13;5;3;13;13;6;3;13;13;7;3;13;13;8;3;13;13;9;3;13;13;10;3;13;13;11;3;13;13;12;3;13;13;13;3;13;13;14;3;13;13;ran;0;14;14
1340;23;13;16;ch;12;15;1;0;12;15;2;0;12;15;3;2;12;15;4;2;12;15;5;2;12;15;6;2;12;15;7;2;12;15;8;2;12;15;9;2;12;15;10;2;12;15;11;0;12;15;12;0;12;15;13;0;12;15;14;0;12;15;ran;0;12;15
1341;26;14;18;ch;16;19;1;3;16;18;2;3;16;18;3;3;16;18;4;3;16;18;5;3;16;18;6;3;16;18;7;3;16;18;8;3;16;18;9;3;16;18;10;3;16;18;11;3;16;18;12;3;16;18;13;3;16;18;14;3;16;18;ran;0;16;19
1342;28;9;14;ch;14;14;1;1;14;14;2;3;13;14;3;1;14;14;4;1;14;14;5;1;14;14;6;1;14;14;7;1;14;14;8;1;14;14;9;1;14;14;10;1;14;14;11;1;14;14;12;1;14;14;13;1;14;14;14;1;14;14;ran;3;13;14
1343;12;6;8;ch;8;8;1;0;8;8;2;0;8;8;3;0;8;8;4;0;8;8;5;0;8;8;6;0;8;8;7;0;8;8;8;0;8;8;9;0;8;8;10;0;8;8;11;0;8;8;12;0;8;8;13;0;8;8;14;0;8;8;ran;1;8;8
1344;10;5;4;ch;4;4;1;0;4;4;2;0;4;4;3;0;4;4;4;0;4;4;5;1;4;5;6;1;4;5;7;1;4;5;8;1;4;5;9;1;4;5;10;1;4;5;11;1;4;5;12;1;4;5;13;1;4;5;14;1;4;5;ran;4;4;4
1345;22;13;13;ch;13;13;1;2;11;12;2;2;11;12;3;0;13;13;4;0;13;13;5;0;13;13;6;0;13;13;7;0;13;13;8;0;13;13;9;0;13;13;10;0;13;13;11;0;13;13;12;0;13;13;13;0;13;13;14;0;13;13;ran;4;12;12
1346;34;14;21;ch;19;20;1;1;18;20;2;3;18;20;3;3;18;20;4;3;18;20;5;3;18;20;6;3;18;20;7;3;18;20;8;3;18;20;9;3;18;20;10;3;18;20;11;3;18;20;12;3;18;20;13;3;18;20;14;3;18;20;ran;0;19;20
1347;4;5;2;ch;2;2;1;1;2;2;2;1;2;2;3;1;2;2;4;1;2;2;5;1;2;2;6;1;2;2;7;1;2;2;8;1;2;2;9;1;2;2;10;1;2;2;11;1;2;2;12;1;2;2;13;1;2;2;14;1;2;2;ran;0;2;2
1348;14;7;8;ch;8;8;1;1;8;8;2;1;8;8;3;1;8;8;4;1;8;8;5;1;8;8;6;1;8;8;7;1;8;8;8;1;8;8;9;1;8;8;10;1;8;8;11;1;8;8;12;1;8;8;13;1;8;8;14;1;8;8;ran;3;8;8
1349;27;10;19;ch;19;19;1;4;18;19;2;3;18;18;3;2;19;19;4;2;19;19;5;2;19;19;6;2;19;19;7;2;19;19;8;2;19;19;9;2;19;19;10;2;19;19;11;2;19;19;12;2;19;19;13;2;19;19;14;2;19;19;ran;0;19;19
1350;12;7;9;ch;8;9;1;1;8;8;2;1;8;8;3;1;8;8;4;1;8;8;5;1;8;8;6;1;8;8;7;1;8;8;8;1;8;8;9;1;8;8;10;1;8;8;11;1;8;8;12;1;8;8;13;1;8;8;14;1;8;8;ran;2;7;9
1351;28;12;15;ch;14;14;1;0;14;14;2;0;14;14;3;2;12;14;4;0;14;14;5;0;14;14;6;0;14;14;7;0;14;14;8;0;14;14;9;0;14;14;10;0;14;14;11;0;14;14;12;0;14;14;13;0;14;14;14;0;14;14;ran;3;14;14
1352;15;10;10;ch;10;10;1;1;9;9;2;1;9;9;3;1;9;9;4;1;9;9;5;1;9;9;6;1;9;9;7;1;9;9;8;1;9;9;9;1;9;9;10;1;9;9;11;1;9;9;12;1;9;9;13;1;9;9;14;1;9;9;ran;4;8;9
1353;30;10;17;ch;13;18;1;0;13;18;2;0;13;18;3;0;13;18;4;0;13;18;5;1;14;17;6;1;14;17;7;1;14;17;8;1;14;17;9;1;14;17;10;1;14;17;11;1;14;17;12;1;14;17;13;1;14;17;14;1;14;17;ran;2;13;18
1354;27;8;16;ch;12;16;1;4;15;16;2;4;15;16;3;4;15;16;4;4;15;16;5;4;15;16;6;3;12;16;7;3;12;16;8;3;12;16;9;3;12;16;10;3;12;16;11;3;12;16;12;3;12;16;13;3;12;16;14;3;12;16;ran;1;14;15
1357;13;7;9;ch;9;9;1;0;9;9;2;0;9;9;3;0;9;9;4;0;9;9;5;0;9;9;6;0;9;9;7;0;9;9;8;0;9;9;9;0;9;9;10;0;9;9;11;0;9;9;12;0;9;9;13;0;9;9;14;0;9;9;ran;0;9;9
1358;39;16;23;ch;19;24;1;1;15;24;2;1;15;24;3;1;15;24;4;1;15;24;5;1;15;24;6;1;15;24;7;1;15;24;8;1;15;24;9;1;15;24;10;1;15;24;11;1;15;24;12;1;15;24;13;1;15;24;14;1;15;24;ran;1;15;24
1359;25;15;17;ch;16;17;1;0;16;17;2;0;16;17;3;0;16;17;4;0;16;17;5;0;16;17;6;0;16;17;7;0;16;17;8;0;16;17;9;0;16;17;10;0;16;17;11;0;16;17;12;0;16;17;13;0;16;17;14;0;16;17;ran;4;14;16
1360;18;12;11;ch;11;11;1;1;11;11;2;1;11;11;3;1;11;11;4;2;10;11;5;2;10;11;6;2;10;11;7;2;10;11;8;2;10;11;9;2;10;11;10;2;10;11;11;2;10;11;12;2;10;11;13;2;10;11;14;2;10;11;ran;3;11;11
1361;19;15;13;ch;13;13;1;4;12;13;2;4;12;13;3;4;12;13;4;4;12;13;5;4;12;13;6;4;12;13;7;4;12;13;8;4;12;13;9;4;12;13;10;4;12;13;11;4;12;13;12;4;12;13;13;4;12;13;14;4;12;13;ran;2;12;14
1362;33;11;21;ch;18;22;1;0;18;22;2;0;18;22;3;0;18;22;4;0;18;22;5;0;18;22;6;0;18;22;7;0;18;22;8;0;18;22;9;0;18;22;10;0;18;22;11;0;18;22;12;0;18;22;13;0;18;22;14;0;18;22;ran;3;21;21
