TRAIN_CORPUS=./input/wsj-02-21clean.mrg
TEST_CORPUS=./input/wsj-22clean.mrg
nBestCharniakParsesFile=./input/WSJ22Charniak_best10_noAux.txt
nBest=5
0 sentences were reranked out of 0

PROBABILITY_MODEL=topdown_with_path
INCLUDE_DISCONTIGUITIES=true
INCLUDE_DISCONTIGUITIES_ALTERNATIVE=false
LAMBDA_1=0.1; LAMBDA_2=0.2; LAMBDA_3=0.1
BACK_OFF_FACTOR=4.0
MAX_SENTENCE_SIZE_FOR_TESTSENTENCES=40
SMOOTH_FOR_UNKNOWN_WORDS=true
DO_LEMMATIZATION=true
CONVERT_INITIAL_WORD2LOWERCASE=false
WORD_FREQUENCY_THRESHOLD_FOR_SMOOTHING=4
MINIMUM_NUMBER_UNIQUE_WORDS_PER_UNKNOWN_CLASS=3
SMOOTH_FOR_UNKNOWN_PRODUCTIONS=true
DO_HORIZONTAL_MARKOVIZATION=true

Test sent.;length;depth;#cstit;ch;#mcst;#cst;h1;#cand;#mcst;#cst;h2;#cand;#mcst;#cst;h3;#cand;#mcst;#cst;h4;#cand;#mcst;#cst;h5;#cand;#mcst;#cst;h6;#cand;#mcst;#cst;h7;#cand;#mcst;#cst;h8;#cand;#mcst;#cst;h9;#cand;#mcst;#cst;h10;#cand;#mcst;#cst;h11;#cand;#mcst;#cst;h12;#cand;#mcst;#cst;h13;#cand;#mcst;#cst;h14;#cand;#mcst;#cst;ran;#cand;#mcst;#cst
88;37;16;22;ch;18;22;1;2;19;23;2;2;19;23;3;2;19;23;4;2;19;23;5;2;19;23;6;2;19;23;7;2;19;23;8;0;18;22;9;0;18;22;10;0;18;22;11;0;18;22;12;0;18;22;13;0;18;22;14;0;18;22;ran;0;18;22
89;36;10;23;ch;18;21;1;3;18;21;2;3;18;21;3;3;18;21;4;3;18;21;5;3;18;21;6;3;18;21;7;3;18;21;8;3;18;21;9;3;18;21;10;3;18;21;11;3;18;21;12;3;18;21;13;3;18;21;14;3;18;21;ran;1;18;23
90;23;13;16;ch;16;16;1;0;16;16;2;0;16;16;3;0;16;16;4;0;16;16;5;0;16;16;6;1;14;15;7;1;14;15;8;1;14;15;9;0;16;16;10;0;16;16;11;0;16;16;12;0;16;16;13;0;16;16;14;0;16;16;ran;0;16;16
92;31;16;22;ch;18;26;1;3;18;25;2;3;18;25;3;3;18;25;4;4;19;25;5;4;19;25;6;4;19;25;7;4;19;25;8;4;19;25;9;4;19;25;10;4;19;25;11;4;19;25;12;4;19;25;13;4;19;25;14;4;19;25;ran;1;19;26
93;23;9;14;ch;12;13;1;3;13;13;2;3;13;13;3;3;13;13;4;4;13;14;5;4;13;14;6;4;13;14;7;4;13;14;8;4;13;14;9;3;13;13;10;3;13;13;11;3;13;13;12;3;13;13;13;3;13;13;14;3;13;13;ran;1;12;13
94;29;21;22;ch;22;22;1;0;22;22;2;0;22;22;3;3;22;22;4;3;22;22;5;3;22;22;6;3;22;22;7;3;22;22;8;3;22;22;9;3;22;22;10;3;22;22;11;3;22;22;12;3;22;22;13;3;22;22;14;3;22;22;ran;4;20;21
95;28;11;19;ch;16;20;1;2;17;19;2;2;17;19;3;2;17;19;4;2;17;19;5;2;17;19;6;2;17;19;7;2;17;19;8;2;17;19;9;2;17;19;10;2;17;19;11;2;17;19;12;2;17;19;13;2;17;19;14;2;17;19;ran;2;17;19
96;30;12;20;ch;19;22;1;3;19;22;2;3;19;22;3;3;19;22;4;3;19;22;5;0;19;22;6;2;19;23;7;0;19;22;8;0;19;22;9;0;19;22;10;3;19;22;11;3;19;22;12;3;19;22;13;3;19;22;14;3;19;22;ran;1;18;21
97;10;10;7;ch;7;7;1;1;6;6;2;3;6;6;3;3;6;6;4;3;6;6;5;3;6;6;6;3;6;6;7;3;6;6;8;3;6;6;9;3;6;6;10;3;6;6;11;3;6;6;12;3;6;6;13;3;6;6;14;3;6;6;ran;4;6;7
100;17;11;10;ch;9;10;1;0;9;10;2;0;9;10;3;0;9;10;4;0;9;10;5;0;9;10;6;2;8;10;7;2;8;10;8;2;8;10;9;3;9;11;10;3;9;11;11;3;9;11;12;3;9;11;13;3;9;11;14;3;9;11;ran;1;8;10
101;15;8;7;ch;5;8;1;3;5;8;2;4;4;8;3;4;4;8;4;4;4;8;5;4;4;8;6;4;4;8;7;4;4;8;8;4;4;8;9;4;4;8;10;4;4;8;11;4;4;8;12;4;4;8;13;4;4;8;14;4;4;8;ran;0;5;8
102;5;6;3;ch;3;3;1;2;2;2;2;2;2;2;3;2;2;2;4;3;2;2;5;3;2;2;6;3;2;2;7;3;2;2;8;1;3;3;9;1;3;3;10;3;2;2;11;3;2;2;12;3;2;2;13;3;2;2;14;3;2;2;ran;1;3;3
103;33;10;22;ch;16;24;1;1;16;23;2;3;16;22;3;3;16;22;4;3;16;22;5;3;16;22;6;2;16;23;7;0;16;24;8;0;16;24;9;0;16;24;10;0;16;24;11;0;16;24;12;0;16;24;13;0;16;24;14;0;16;24;ran;1;16;23
104;11;7;7;ch;7;7;1;0;7;7;2;0;7;7;3;0;7;7;4;0;7;7;5;0;7;7;6;0;7;7;7;0;7;7;8;0;7;7;9;0;7;7;10;0;7;7;11;0;7;7;12;0;7;7;13;0;7;7;14;0;7;7;ran;3;7;8
105;36;14;22;ch;17;21;1;4;18;22;2;4;18;22;3;4;18;22;4;4;18;22;5;4;18;22;6;4;18;22;7;4;18;22;8;4;18;22;9;4;18;22;10;4;18;22;11;4;18;22;12;4;18;22;13;4;18;22;14;4;18;22;ran;3;17;21
107;15;12;9;ch;6;8;1;0;6;8;2;0;6;8;3;0;6;8;4;0;6;8;5;1;9;9;6;0;6;8;7;0;6;8;8;0;6;8;9;0;6;8;10;0;6;8;11;0;6;8;12;0;6;8;13;0;6;8;14;0;6;8;ran;0;6;8
108;33;13;19;ch;17;19;1;0;17;19;2;0;17;19;3;0;17;19;4;0;17;19;5;0;17;19;6;0;17;19;7;0;17;19;8;0;17;19;9;0;17;19;10;0;17;19;11;0;17;19;12;0;17;19;13;0;17;19;14;0;17;19;ran;4;19;20
109;32;9;15;ch;14;19;1;3;14;19;2;3;14;19;3;1;14;19;4;1;14;19;5;1;14;19;6;1;14;19;7;4;13;18;8;4;13;18;9;4;13;18;10;4;13;18;11;4;13;18;12;4;13;18;13;4;13;18;14;4;13;18;ran;4;13;18
110;40;13;25;ch;23;26;1;1;25;26;2;1;25;26;3;1;25;26;4;1;25;26;5;1;25;26;6;0;23;26;7;0;23;26;8;0;23;26;9;1;25;26;10;1;25;26;11;1;25;26;12;1;25;26;13;1;25;26;14;1;25;26;ran;0;23;26
111;8;4;3;ch;2;3;1;3;1;4;2;3;1;4;3;3;1;4;4;3;1;4;5;3;1;4;6;3;1;4;7;3;1;4;8;3;1;4;9;3;1;4;10;3;1;4;11;3;1;4;12;3;1;4;13;3;1;4;14;3;1;4;ran;1;2;3
112;22;11;14;ch;14;15;1;1;14;15;2;1;14;15;3;1;14;15;4;1;14;15;5;1;14;15;6;1;14;15;7;1;14;15;8;2;14;15;9;2;14;15;10;2;14;15;11;2;14;15;12;2;14;15;13;2;14;15;14;2;14;15;ran;0;14;15
114;18;9;9;ch;9;9;1;0;9;9;2;0;9;9;3;0;9;9;4;0;9;9;5;0;9;9;6;0;9;9;7;0;9;9;8;0;9;9;9;0;9;9;10;0;9;9;11;0;9;9;12;0;9;9;13;0;9;9;14;0;9;9;ran;1;9;9
115;22;7;13;ch;12;13;1;2;12;13;2;0;12;13;3;0;12;13;4;0;12;13;5;0;12;13;6;0;12;13;7;0;12;13;8;0;12;13;9;0;12;13;10;0;12;13;11;0;12;13;12;0;12;13;13;0;12;13;14;0;12;13;ran;0;12;13
116;22;9;14;ch;8;13;1;4;7;13;2;4;7;13;3;4;7;13;4;4;7;13;5;4;7;13;6;4;7;13;7;4;7;13;8;4;7;13;9;4;7;13;10;4;7;13;11;4;7;13;12;4;7;13;13;4;7;13;14;4;7;13;ran;2;8;13
117;13;6;5;ch;5;6;1;3;5;6;2;3;5;6;3;3;5;6;4;3;5;6;5;3;5;6;6;3;5;6;7;3;5;6;8;3;5;6;9;3;5;6;10;3;5;6;11;3;5;6;12;3;5;6;13;3;5;6;14;3;5;6;ran;1;5;5
118;26;14;18;ch;10;16;1;2;11;15;2;2;11;15;3;2;11;15;4;2;11;15;5;2;11;15;6;2;11;15;7;4;13;17;8;4;13;17;9;4;13;17;10;4;13;17;11;2;11;15;12;2;11;15;13;2;11;15;14;2;11;15;ran;1;12;18
119;21;9;10;ch;9;12;1;0;9;12;2;0;9;12;3;0;9;12;4;0;9;12;5;0;9;12;6;0;9;12;7;0;9;12;8;0;9;12;9;0;9;12;10;0;9;12;11;0;9;12;12;0;9;12;13;0;9;12;14;0;9;12;ran;0;9;12
120;26;11;16;ch;13;17;1;1;10;16;2;0;13;17;3;0;13;17;4;0;13;17;5;0;13;17;6;0;13;17;7;0;13;17;8;0;13;17;9;0;13;17;10;0;13;17;11;0;13;17;12;0;13;17;13;0;13;17;14;0;13;17;ran;0;13;17
121;19;12;13;ch;12;13;1;2;11;12;2;0;12;13;3;0;12;13;4;0;12;13;5;0;12;13;6;0;12;13;7;0;12;13;8;0;12;13;9;0;12;13;10;0;12;13;11;0;12;13;12;0;12;13;13;0;12;13;14;0;12;13;ran;3;9;12
122;19;10;9;ch;9;9;1;1;9;9;2;1;9;9;3;1;9;9;4;1;9;9;5;1;9;9;6;3;9;10;7;3;9;10;8;3;9;10;9;3;9;10;10;3;9;10;11;3;9;10;12;3;9;10;13;4;8;9;14;4;8;9;ran;3;9;10
123;5;5;2;ch;2;2;1;0;2;2;2;0;2;2;3;0;2;2;4;0;2;2;5;0;2;2;6;0;2;2;7;0;2;2;8;0;2;2;9;0;2;2;10;0;2;2;11;0;2;2;12;0;2;2;13;0;2;2;14;0;2;2;ran;2;2;2
124;24;13;16;ch;16;16;1;0;16;16;2;0;16;16;3;0;16;16;4;0;16;16;5;0;16;16;6;0;16;16;7;0;16;16;8;0;16;16;9;0;16;16;10;0;16;16;11;0;16;16;12;0;16;16;13;0;16;16;14;0;16;16;ran;2;15;16
125;21;8;14;ch;13;14;1;3;14;14;2;3;14;14;3;3;14;14;4;3;14;14;5;3;14;14;6;3;14;14;7;3;14;14;8;3;14;14;9;3;14;14;10;3;14;14;11;3;14;14;12;3;14;14;13;3;14;14;14;3;14;14;ran;2;14;15
126;27;8;18;ch;18;18;1;0;18;18;2;2;18;18;3;2;18;18;4;2;18;18;5;2;18;18;6;2;18;18;7;2;18;18;8;2;18;18;9;2;18;18;10;2;18;18;11;2;18;18;12;2;18;18;13;2;18;18;14;2;18;18;ran;4;18;18
127;11;7;8;ch;8;8;1;0;8;8;2;0;8;8;3;0;8;8;4;0;8;8;5;0;8;8;6;0;8;8;7;2;8;8;8;2;8;8;9;3;8;8;10;3;8;8;11;3;8;8;12;3;8;8;13;3;8;8;14;3;8;8;ran;4;7;8
128;13;7;7;ch;7;7;1;0;7;7;2;0;7;7;3;0;7;7;4;0;7;7;5;0;7;7;6;0;7;7;7;0;7;7;8;0;7;7;9;0;7;7;10;0;7;7;11;0;7;7;12;0;7;7;13;0;7;7;14;0;7;7;ran;4;7;7
130;20;12;12;ch;11;12;1;2;11;12;2;2;11;12;3;2;11;12;4;2;11;12;5;2;11;12;6;2;11;12;7;3;11;13;8;3;11;13;9;3;11;13;10;3;11;13;11;3;11;13;12;3;11;13;13;3;11;13;14;3;11;13;ran;4;11;12
131;20;9;11;ch;11;11;1;2;11;12;2;2;11;12;3;2;11;12;4;2;11;12;5;2;11;12;6;2;11;12;7;2;11;12;8;2;11;12;9;2;11;12;10;2;11;12;11;2;11;12;12;2;11;12;13;2;11;12;14;2;11;12;ran;1;10;11
132;30;14;20;ch;20;20;1;4;20;21;2;4;20;21;3;4;20;21;4;4;20;21;5;4;20;21;6;4;20;21;7;4;20;21;8;4;20;21;9;0;20;20;10;0;20;20;11;0;20;20;12;0;20;20;13;0;20;20;14;0;20;20;ran;2;16;21
134;21;8;11;ch;9;11;1;1;10;11;2;1;10;11;3;1;10;11;4;1;10;11;5;1;10;11;6;1;10;11;7;1;10;11;8;1;10;11;9;1;10;11;10;1;10;11;11;1;10;11;12;1;10;11;13;1;10;11;14;4;11;11;ran;0;9;11
135;27;9;15;ch;14;15;1;2;12;15;2;2;12;15;3;1;15;15;4;1;15;15;5;1;15;15;6;1;15;15;7;1;15;15;8;1;15;15;9;1;15;15;10;1;15;15;11;1;15;15;12;1;15;15;13;1;15;15;14;1;15;15;ran;0;14;15
136;21;10;16;ch;16;16;1;0;16;16;2;0;16;16;3;0;16;16;4;0;16;16;5;0;16;16;6;0;16;16;7;0;16;16;8;0;16;16;9;0;16;16;10;0;16;16;11;0;16;16;12;0;16;16;13;0;16;16;14;0;16;16;ran;0;16;16
137;13;8;8;ch;8;8;1;0;8;8;2;0;8;8;3;0;8;8;4;0;8;8;5;0;8;8;6;0;8;8;7;0;8;8;8;0;8;8;9;0;8;8;10;0;8;8;11;0;8;8;12;0;8;8;13;0;8;8;14;0;8;8;ran;3;8;8
138;25;9;15;ch;15;15;1;0;15;15;2;0;15;15;3;0;15;15;4;0;15;15;5;0;15;15;6;0;15;15;7;0;15;15;8;0;15;15;9;0;15;15;10;0;15;15;11;0;15;15;12;0;15;15;13;0;15;15;14;0;15;15;ran;0;15;15
139;34;8;19;ch;19;19;1;1;17;19;2;1;17;19;3;0;19;19;4;0;19;19;5;0;19;19;6;0;19;19;7;0;19;19;8;0;19;19;9;0;19;19;10;0;19;19;11;0;19;19;12;0;19;19;13;0;19;19;14;0;19;19;ran;2;18;19
140;13;7;7;ch;7;7;1;0;7;7;2;0;7;7;3;0;7;7;4;0;7;7;5;0;7;7;6;0;7;7;7;0;7;7;8;0;7;7;9;0;7;7;10;0;7;7;11;0;7;7;12;0;7;7;13;0;7;7;14;0;7;7;ran;4;4;5
141;20;9;10;ch;10;10;1;0;10;10;2;0;10;10;3;0;10;10;4;0;10;10;5;0;10;10;6;0;10;10;7;0;10;10;8;0;10;10;9;0;10;10;10;0;10;10;11;0;10;10;12;0;10;10;13;0;10;10;14;0;10;10;ran;0;10;10
142;39;13;22;ch;22;22;1;1;22;23;2;1;22;23;3;1;22;23;4;1;22;23;5;1;22;23;6;2;22;22;7;2;22;22;8;0;22;22;9;0;22;22;10;2;22;22;11;2;22;22;12;2;22;22;13;2;22;22;14;2;22;22;ran;1;22;23
143;30;14;18;ch;10;20;1;3;10;21;2;3;10;21;3;4;10;19;4;4;10;19;5;4;10;19;6;4;10;19;7;4;10;19;8;4;10;19;9;4;10;19;10;4;10;19;11;4;10;19;12;4;10;19;13;4;10;19;14;4;10;19;ran;3;10;21
144;35;16;24;ch;22;23;1;4;21;23;2;4;21;23;3;4;21;23;4;4;21;23;5;4;21;23;6;4;21;23;7;4;21;23;8;4;21;23;9;4;21;23;10;4;21;23;11;4;21;23;12;4;21;23;13;4;21;23;14;4;21;23;ran;0;22;23
145;25;11;16;ch;15;16;1;2;15;16;2;0;15;16;3;0;15;16;4;0;15;16;5;0;15;16;6;0;15;16;7;2;15;16;8;2;15;16;9;2;15;16;10;2;15;16;11;2;15;16;12;2;15;16;13;2;15;16;14;2;15;16;ran;2;15;16
146;9;5;3;ch;3;3;1;0;3;3;2;0;3;3;3;1;3;4;4;1;3;4;5;0;3;3;6;0;3;3;7;0;3;3;8;0;3;3;9;0;3;3;10;0;3;3;11;0;3;3;12;0;3;3;13;0;3;3;14;0;3;3;ran;3;3;4
147;8;5;4;ch;4;4;1;2;1;2;2;2;1;2;3;2;1;2;4;2;1;2;5;0;4;4;6;0;4;4;7;0;4;4;8;0;4;4;9;0;4;4;10;0;4;4;11;0;4;4;12;0;4;4;13;0;4;4;14;0;4;4;ran;4;3;5
148;30;9;13;ch;7;14;1;4;10;13;2;2;7;13;3;2;7;13;4;0;7;14;5;0;7;14;6;0;7;14;7;2;7;13;8;2;7;13;9;2;7;13;10;2;7;13;11;2;7;13;12;2;7;13;13;2;7;13;14;2;7;13;ran;1;7;14
149;30;9;17;ch;16;17;1;2;15;17;2;2;15;17;3;2;15;17;4;3;15;17;5;3;15;17;6;3;15;17;7;3;15;17;8;3;15;17;9;3;15;17;10;3;15;17;11;3;15;17;12;3;15;17;13;3;15;17;14;3;15;17;ran;4;14;18
150;15;7;7;ch;6;8;1;2;6;7;2;2;6;7;3;0;6;8;4;0;6;8;5;0;6;8;6;0;6;8;7;0;6;8;8;0;6;8;9;0;6;8;10;0;6;8;11;2;6;7;12;2;6;7;13;2;6;7;14;2;6;7;ran;0;6;8
151;16;7;6;ch;6;7;1;4;4;6;2;4;4;6;3;4;4;6;4;4;4;6;5;4;4;6;6;4;4;6;7;4;4;6;8;4;4;6;9;4;4;6;10;4;4;6;11;4;4;6;12;4;4;6;13;4;4;6;14;4;4;6;ran;0;6;7
152;19;11;12;ch;10;12;1;0;10;12;2;0;10;12;3;0;10;12;4;0;10;12;5;0;10;12;6;0;10;12;7;4;12;13;8;4;12;13;9;4;12;13;10;4;12;13;11;4;12;13;12;4;12;13;13;4;12;13;14;4;12;13;ran;3;10;12
153;20;10;13;ch;13;13;1;2;12;12;2;2;12;12;3;0;13;13;4;0;13;13;5;0;13;13;6;0;13;13;7;2;12;12;8;2;12;12;9;2;12;12;10;2;12;12;11;2;12;12;12;2;12;12;13;2;12;12;14;2;12;12;ran;0;13;13
154;10;6;6;ch;6;6;1;0;6;6;2;0;6;6;3;0;6;6;4;0;6;6;5;0;6;6;6;0;6;6;7;0;6;6;8;0;6;6;9;0;6;6;10;0;6;6;11;0;6;6;12;0;6;6;13;0;6;6;14;0;6;6;ran;1;6;6
155;20;8;12;ch;10;12;1;1;10;12;2;3;12;12;3;3;12;12;4;3;12;12;5;3;12;12;6;3;12;12;7;3;12;12;8;3;12;12;9;3;12;12;10;3;12;12;11;3;12;12;12;3;12;12;13;3;12;12;14;3;12;12;ran;3;12;12
156;14;9;8;ch;8;8;1;1;8;8;2;1;8;8;3;1;8;8;4;1;8;8;5;1;8;8;6;1;8;8;7;4;8;8;8;4;8;8;9;4;8;8;10;4;8;8;11;4;8;8;12;4;8;8;13;4;8;8;14;4;8;8;ran;2;8;8
157;19;9;13;ch;13;13;1;0;13;13;2;2;9;12;3;2;9;12;4;2;9;12;5;2;9;12;6;2;9;12;7;2;9;12;8;2;9;12;9;2;9;12;10;2;9;12;11;2;9;12;12;2;9;12;13;0;13;13;14;0;13;13;ran;3;13;13
158;29;12;21;ch;18;21;1;3;17;22;2;3;17;22;3;3;17;22;4;3;17;22;5;1;17;22;6;1;17;22;7;1;17;22;8;1;17;22;9;1;17;22;10;1;17;22;11;1;17;22;12;1;17;22;13;1;17;22;14;1;17;22;ran;3;17;22
159;19;10;13;ch;12;13;1;2;12;13;2;2;12;13;3;2;12;13;4;2;12;13;5;2;12;13;6;2;12;13;7;2;12;13;8;2;12;13;9;2;12;13;10;2;12;13;11;2;12;13;12;2;12;13;13;2;12;13;14;2;12;13;ran;4;12;13
160;8;6;4;ch;4;5;1;1;4;4;2;1;4;4;3;1;4;4;4;1;4;4;5;1;4;4;6;1;4;4;7;1;4;4;8;1;4;4;9;1;4;4;10;1;4;4;11;1;4;4;12;1;4;4;13;1;4;4;14;1;4;4;ran;2;4;4
161;24;8;15;ch;14;15;1;1;14;14;2;0;14;15;3;0;14;15;4;0;14;15;5;0;14;15;6;0;14;15;7;0;14;15;8;0;14;15;9;0;14;15;10;0;14;15;11;0;14;15;12;0;14;15;13;0;14;15;14;0;14;15;ran;1;14;14
162;39;12;21;ch;17;21;1;0;17;21;2;0;17;21;3;0;17;21;4;0;17;21;5;0;17;21;6;0;17;21;7;0;17;21;8;0;17;21;9;0;17;21;10;0;17;21;11;0;17;21;12;0;17;21;13;0;17;21;14;0;17;21;ran;2;17;20
163;15;7;11;ch;6;10;1;2;9;11;2;2;9;11;3;2;9;11;4;2;9;11;5;2;9;11;6;2;9;11;7;2;9;11;8;2;9;11;9;2;9;11;10;2;9;11;11;2;9;11;12;2;9;11;13;2;9;11;14;2;9;11;ran;3;6;11
164;28;10;15;ch;15;15;1;0;15;15;2;0;15;15;3;0;15;15;4;0;15;15;5;0;15;15;6;0;15;15;7;2;14;16;8;2;14;16;9;2;14;16;10;2;14;16;11;2;14;16;12;2;14;16;13;2;14;16;14;2;14;16;ran;2;14;16
165;31;9;15;ch;14;14;1;1;15;15;2;1;15;15;3;1;15;15;4;1;15;15;5;1;15;15;6;1;15;15;7;1;15;15;8;1;15;15;9;1;15;15;10;1;15;15;11;1;15;15;12;1;15;15;13;1;15;15;14;1;15;15;ran;3;14;14
166;21;10;11;ch;11;12;1;0;11;12;2;0;11;12;3;0;11;12;4;0;11;12;5;0;11;12;6;0;11;12;7;0;11;12;8;0;11;12;9;0;11;12;10;0;11;12;11;0;11;12;12;0;11;12;13;0;11;12;14;0;11;12;ran;4;11;12
167;28;11;16;ch;16;16;1;1;16;17;2;1;16;17;3;1;16;17;4;1;16;17;5;1;16;17;6;1;16;17;7;1;16;17;8;0;16;16;9;0;16;16;10;0;16;16;11;0;16;16;12;0;16;16;13;0;16;16;14;0;16;16;ran;1;16;17
168;11;9;6;ch;6;6;1;0;6;6;2;0;6;6;3;0;6;6;4;0;6;6;5;0;6;6;6;0;6;6;7;0;6;6;8;0;6;6;9;0;6;6;10;0;6;6;11;0;6;6;12;0;6;6;13;0;6;6;14;0;6;6;ran;3;6;6
169;23;11;15;ch;13;16;1;1;14;16;2;1;14;16;3;2;15;15;4;0;13;16;5;0;13;16;6;0;13;16;7;0;13;16;8;0;13;16;9;0;13;16;10;0;13;16;11;0;13;16;12;0;13;16;13;0;13;16;14;0;13;16;ran;4;13;17
170;27;8;12;ch;12;14;1;4;11;12;2;4;11;12;3;4;11;12;4;4;11;12;5;4;11;12;6;4;11;12;7;4;11;12;8;4;11;12;9;4;11;12;10;4;11;12;11;4;11;12;12;4;11;12;13;4;11;12;14;4;11;12;ran;0;12;14
171;16;6;7;ch;7;7;1;4;7;7;2;4;7;7;3;4;7;7;4;4;7;7;5;4;7;7;6;4;7;7;7;4;7;7;8;4;7;7;9;4;7;7;10;4;7;7;11;4;7;7;12;4;7;7;13;4;7;7;14;4;7;7;ran;3;7;7
172;23;8;16;ch;14;15;1;4;15;15;2;4;15;15;3;4;15;15;4;4;15;15;5;4;15;15;6;4;15;15;7;4;15;15;8;4;15;15;9;4;15;15;10;4;15;15;11;1;16;16;12;1;16;16;13;1;16;16;14;1;16;16;ran;1;16;16
173;25;9;14;ch;13;15;1;3;14;15;2;3;14;15;3;3;14;15;4;3;14;15;5;3;14;15;6;3;14;15;7;3;14;15;8;3;14;15;9;3;14;15;10;3;14;15;11;3;14;15;12;3;14;15;13;3;14;15;14;3;14;15;ran;4;12;14
174;20;8;10;ch;10;10;1;1;10;10;2;1;10;10;3;0;10;10;4;0;10;10;5;0;10;10;6;0;10;10;7;0;10;10;8;0;10;10;9;0;10;10;10;1;10;10;11;1;10;10;12;1;10;10;13;1;10;10;14;1;10;10;ran;0;10;10
175;22;10;14;ch;13;14;1;2;14;14;2;2;14;14;3;2;14;14;4;2;14;14;5;2;14;14;6;2;14;14;7;1;14;15;8;1;14;15;9;1;14;15;10;1;14;15;11;1;14;15;12;1;14;15;13;2;14;14;14;2;14;14;ran;3;14;15
176;26;9;15;ch;14;15;1;2;14;15;2;0;14;15;3;3;14;15;4;3;14;15;5;3;14;15;6;3;14;15;7;0;14;15;8;0;14;15;9;0;14;15;10;0;14;15;11;0;14;15;12;0;14;15;13;0;14;15;14;0;14;15;ran;2;14;15
177;23;11;16;ch;16;16;1;3;16;16;2;3;16;16;3;3;16;16;4;3;16;16;5;3;16;16;6;3;16;16;7;3;16;16;8;3;16;16;9;3;16;16;10;3;16;16;11;3;16;16;12;3;16;16;13;3;16;16;14;3;16;16;ran;3;16;16
178;23;10;14;ch;13;14;1;1;13;14;2;0;13;14;3;0;13;14;4;0;13;14;5;0;13;14;6;0;13;14;7;0;13;14;8;0;13;14;9;0;13;14;10;0;13;14;11;0;13;14;12;0;13;14;13;0;13;14;14;0;13;14;ran;3;14;14
179;7;5;3;ch;3;3;1;0;3;3;2;0;3;3;3;0;3;3;4;0;3;3;5;0;3;3;6;0;3;3;7;0;3;3;8;0;3;3;9;0;3;3;10;0;3;3;11;0;3;3;12;0;3;3;13;0;3;3;14;0;3;3;ran;2;3;4
180;10;7;6;ch;6;6;1;3;5;5;2;3;5;5;3;3;5;5;4;3;5;5;5;3;5;5;6;3;5;5;7;3;5;5;8;3;5;5;9;3;5;5;10;3;5;5;11;3;5;5;12;3;5;5;13;3;5;5;14;3;5;5;ran;0;6;6
182;29;8;11;ch;8;10;1;4;7;11;2;4;7;11;3;4;7;11;4;4;7;11;5;4;7;11;6;4;7;11;7;4;7;11;8;4;7;11;9;4;7;11;10;4;7;11;11;4;7;11;12;4;7;11;13;4;7;11;14;4;7;11;ran;0;8;10
183;11;9;7;ch;7;7;1;2;6;6;2;2;6;6;3;1;6;6;4;0;7;7;5;0;7;7;6;0;7;7;7;0;7;7;8;0;7;7;9;0;7;7;10;0;7;7;11;0;7;7;12;0;7;7;13;0;7;7;14;0;7;7;ran;4;6;6
184;4;5;2;ch;2;2;1;0;2;2;2;0;2;2;3;0;2;2;4;0;2;2;5;0;2;2;6;0;2;2;7;0;2;2;8;0;2;2;9;0;2;2;10;0;2;2;11;0;2;2;12;0;2;2;13;1;2;2;14;1;2;2;ran;1;2;2
185;11;6;6;ch;6;6;1;3;6;6;2;0;6;6;3;0;6;6;4;0;6;6;5;0;6;6;6;0;6;6;7;0;6;6;8;0;6;6;9;0;6;6;10;0;6;6;11;0;6;6;12;0;6;6;13;0;6;6;14;0;6;6;ran;3;6;6
186;27;11;15;ch;15;15;1;1;15;15;2;1;15;15;3;1;15;15;4;1;15;15;5;1;15;15;6;1;15;15;7;1;15;15;8;1;15;15;9;1;15;15;10;1;15;15;11;1;15;15;12;1;15;15;13;1;15;15;14;1;15;15;ran;3;14;14
187;21;8;9;ch;6;7;1;4;6;8;2;4;6;8;3;1;6;8;4;1;6;8;5;1;6;8;6;1;6;8;7;1;6;8;8;1;6;8;9;4;6;8;10;4;6;8;11;4;6;8;12;4;6;8;13;4;6;8;14;4;6;8;ran;1;6;8
188;14;9;8;ch;8;9;1;0;8;9;2;0;8;9;3;0;8;9;4;0;8;9;5;0;8;9;6;0;8;9;7;0;8;9;8;0;8;9;9;0;8;9;10;0;8;9;11;0;8;9;12;0;8;9;13;0;8;9;14;0;8;9;ran;3;8;9
189;16;7;9;ch;9;10;1;4;8;9;2;4;8;9;3;4;8;9;4;4;8;9;5;0;9;10;6;0;9;10;7;0;9;10;8;0;9;10;9;0;9;10;10;0;9;10;11;0;9;10;12;0;9;10;13;0;9;10;14;0;9;10;ran;0;9;10
190;38;13;24;ch;16;22;1;4;17;22;2;4;17;22;3;3;18;23;4;2;16;22;5;0;16;22;6;0;16;22;7;1;18;23;8;3;18;23;9;3;18;23;10;3;18;23;11;3;18;23;12;3;18;23;13;3;18;23;14;3;18;23;ran;0;16;22
191;19;8;13;ch;9;12;1;3;9;12;2;3;9;12;3;3;9;12;4;3;9;12;5;3;9;12;6;3;9;12;7;3;9;12;8;3;9;12;9;3;9;12;10;3;9;12;11;3;9;12;12;3;9;12;13;3;9;12;14;3;9;12;ran;0;9;12
192;9;7;6;ch;6;6;1;4;4;5;2;0;6;6;3;0;6;6;4;0;6;6;5;0;6;6;6;4;4;5;7;4;4;5;8;4;4;5;9;4;4;5;10;0;6;6;11;0;6;6;12;0;6;6;13;0;6;6;14;0;6;6;ran;3;6;6
