freq;,length;occ;cxs
2;5;170,885;(TOP>PUNC^1 (TOP>UH@[P0] (TOP>S )(UH )) (PUNC@[A3] (.*TOP>PUNC^1@[P2] (TOP>PUNC*@[S1] ) ) ) )
2;4;360,531;(TOP>PUNC (TOP>VBZ )(PUNC@[A2] (.*TOP>PUNC^1@[P1] (TOP>PUNC*@[S0] ) ) ) )
2;15;45,286;(TOP>PUNC^1 (TOP>S@[P10] (S@[P9] (S>AP:COMP^1@[P8] (S>VBZ:HD@[P3] (S>NP:SBJ )(VBZ:HD@[A2] (sounds*S>VBZ:HD^1@[P1] (S>VBZ:HD*@[S0] ) ) ) ) (AP:COMP@[A7] (JJ:HD@[P6] (good*S>AP:COMP^1@[P5] (S>AP:COMP*@[S4] ) ) ) ) ) ) ) (PUNC@[A13] (.*TOP>PUNC^1@[P12] (TOP>PUNC*@[S11] ) ) ) )
2;14;402,616;(TOP>PUNC^1 (TOP>S@[P9] (S@[P8] (S>VP:COMP@[P7] (S>NP:SBJ )(VP:COMP@[A6] (VP:COMP>VP:COMP@[P5] (VP:COMP>VB:HD )(VP:COMP@[A4] (VP:COMP>VP:COMP@[P3] (VP:COMP>TO:HD )(VP:COMP@[A2] (VB:HD@[P1] (do@[P0] (VP:COMP>VP:COMP^1 )) ) ) ) ) ) ) ) ) ) (PUNC@[A12] (.*TOP>PUNC^1@[P11] (TOP>PUNC*@[S10] ) ) ) )
2;9;79,901;(TOP>PUNC^1 (TOP>S@[P4] (S@[P3] (S>PP:ADJ@[P2] (S>AP:COMP )(PP:ADJ@[A1] (PP:ADJ>NP:COMP@[P0] (PP:ADJ>IN:HD )(NP:COMP )) ) ) ) ) (PUNC@[A7] (.*TOP>PUNC^1@[P6] (TOP>PUNC*@[S5] ) ) ) )
2;6;47,751;(TOP>PUNC^1 (TOP>S@[P1] (S@[P0] (S>NP:COMP )) ) (PUNC@[A4] (.*TOP>PUNC^1@[P3] (TOP>PUNC*@[S2] ) ) ) )
2;21;443,552;(TOP>PUNC^1 (TOP>S@[P16] (S@[P15] (S>VP:COMP@[P14] (S>MD:HD )(VP:COMP@[A13] (VP:COMP>ADVP:ADJ^1@[P12] (VP:COMP>NP:COMP^1@[P7] (VP:COMP>VB:HD@[P2] (VB:HD@[P1] (see@[P0] (S>VP:COMP^1 )) ) ) (NP:COMP@[A6] (PP:HD@[P5] (you*VP:COMP>NP:COMP^1@[P4] (VP:COMP>NP:COMP*@[S3] ) ) ) ) ) (ADVP:ADJ@[A11] (RB:HD@[P10] (then*VP:COMP>ADVP:ADJ^1@[P9] (VP:COMP>ADVP:ADJ*@[S8] ) ) ) ) ) ) ) ) ) (PUNC@[A19] (.*TOP>PUNC^1@[P18] (TOP>PUNC*@[S17] ) ) ) )
2;17;361,455;(TOP>PUNC^1 (TOP>S@[P12] (TOP>UH )(S@[A11] (S>VP:COMP@[P10] (S>MD:HD )(VP:COMP@[A9] (VP:COMP>NP:COMP^1@[P8] (VP:COMP>VB:HD@[P2] (VB:HD@[P1] (do@[P0] (S>VP:COMP^1 )) ) ) (NP:COMP@[A7] (PR@[P6] (DT@[P5] (that*VP:COMP>NP:COMP^1@[P4] (VP:COMP>NP:COMP*@[S3] ) ) ) ) ) ) ) ) ) ) (PUNC@[A15] (.*TOP>PUNC^1@[P14] (TOP>PUNC*@[S13] ) ) ) )
2;7;366,506;(TOP>PUNC^1 (TOP>S@[P2] (S@[P1] (S>PP:COMP@[P0] (S>VBZ:HD )(PP:COMP )) ) ) (PUNC@[A5] (.*TOP>PUNC^1@[P4] (TOP>PUNC*@[S3] ) ) ) )
2;17;19,200;(TOP>PUNC^1 (TOP>S@[P12] (TOP>UH )(S@[A11] (S>PP:ADJ@[P10] (S>AP:COMP )(PP:ADJ@[A9] (PP:ADJ>NP:COMP^1@[P8] (PP:ADJ>IN:HD@[P3] (IN:HD@[P2] (with*S>PP:ADJ^1@[P1] (S>PP:ADJ*@[S0] ) ) ) ) (NP:COMP@[A7] (PP:HD@[P6] (me*PP:ADJ>NP:COMP^1@[P5] (PP:ADJ>NP:COMP*@[S4] ) ) ) ) ) ) ) ) ) (PUNC@[A15] (.*TOP>PUNC^1@[P14] (TOP>PUNC*@[S13] ) ) ) )
2;7;32,233;(TOP>PUNC^1 (TOP>S@[P2] (S@[P1] (S>ADVP:ADJ@[P0] (S>PP:COMP )(ADVP:ADJ )) ) ) (PUNC@[A5] (.*TOP>PUNC^1@[P4] (TOP>PUNC*@[S3] ) ) ) )
2;25;124,749;(TOP>PUNC^1 (TOP>S@[P20] (S@[P19] (S>PP:ADJ^1@[P18] (S>NP:COMP@[P0] (S>VBP:HD )(NP:COMP )) (PP:ADJ@[A17] (PP:ADJ>NP:COMP^1@[P16] (PP:ADJ>IN:HD@[P4] (IN:HD@[P3] (in*S>PP:ADJ^1@[P2] (S>PP:ADJ*@[S1] ) ) ) ) (NP:COMP@[A15] (NP:COMP>NN:HD^1@[P14] (NP:COMP>DTP:SPR@[P10] (DTP:SPR@[P9] (DT@[P8] (DT@[P7] (the*PP:ADJ>NP:COMP^1@[P6] (PP:ADJ>NP:COMP*@[S5] ) ) ) ) ) ) (NN:HD@[A13] (morning*NP:COMP>NN:HD^1@[P12] (NP:COMP>NN:HD*@[S11] ) ) ) ) ) ) ) ) ) ) (PUNC@[A23] (.*TOP>PUNC^1@[P22] (TOP>PUNC*@[S21] ) ) ) )
2;19;757,833;(TOP>PUNC^1 (TOP>S@[P14] (S@[P13] (S>VP:COMP@[P12] (S>NP:SBJ )(VP:COMP@[A11] (VP:COMP>PP:ADJ@[P10] (VP:COMP>VB:HD )(PP:ADJ@[A9] (PP:ADJ>NP:COMP^1@[P8] (PP:ADJ>IN:HD@[P2] (IN:HD@[P1] (about@[P0] (VP:COMP>PP:ADJ^1 )) ) ) (NP:COMP@[A7] (PR@[P6] (DT@[P5] (that*PP:ADJ>NP:COMP^1@[P4] (PP:ADJ>NP:COMP*@[S3] ) ) ) ) ) ) ) ) ) ) ) ) (PUNC@[A17] (.*TOP>PUNC^1@[P16] (TOP>PUNC*@[S15] ) ) ) )
2;5;370,851;(TOP>PUNC^1 (TOP>CNJ@[P0] (TOP>S )(CNJ )) (PUNC@[A3] (.*TOP>PUNC^1@[P2] (TOP>PUNC*@[S1] ) ) ) )
2;6;120,500;(TOP>PUNC^1 (TOP>VP@[P1] (VP@[P0] (VP>VP )) ) (PUNC@[A4] (.*TOP>PUNC^1@[P3] (TOP>PUNC*@[S2] ) ) ) )
2;32;133,252;(TOP>PUNC^1 (TOP>S@[P27] (S@[P26] (S>VP:COMP^1@[P25] (S>NP:SBJ^1@[P8] (S>MD:HD@[P3] (S>ADVP:FLQ )(MD:HD@[A2] (would*S>MD:HD^1@[P1] (S>MD:HD*@[S0] ) ) ) ) (NP:SBJ@[A7] (PP:HD@[P6] (you*S>NP:SBJ^1@[P5] (S>NP:SBJ*@[S4] ) ) ) ) ) (VP:COMP@[A24] (VP:COMP>VP:COMP^1@[P23] (VP:COMP>VB:HD@[P12] (VB:HD@[P11] (like*S>VP:COMP^1@[P10] (S>VP:COMP*@[S9] ) ) ) ) (VP:COMP@[A22] (VP:COMP>VP:COMP^1@[P21] (VP:COMP>TO:HD@[P16] (TO:HD@[P15] (to*VP:COMP>VP:COMP^1@[P14] (VP:COMP>VP:COMP*@[S13] ) ) ) ) (VP:COMP@[A20] (VB:HD@[P19] (leave*VP:COMP>VP:COMP^1@[P18] (VP:COMP>VP:COMP*@[S17] ) ) ) ) ) ) ) ) ) ) ) (PUNC@[A30] (.*TOP>PUNC^1@[P29] (TOP>PUNC*@[S28] ) ) ) )
2;7;557,646;(TOP>PUNC^1 (TOP>NP@[P2] (NP@[P1] (NP>PP:ADJ@[P0] (NP>RB:ADJ )(PP:ADJ )) ) ) (PUNC@[A5] (.*TOP>PUNC^1@[P4] (TOP>PUNC*@[S3] ) ) ) )
2;11;465,864;(TOP>PUNC^1 (TOP>S@[P6] (TOP>UH )(S@[A5] (S>ADVP:ADJ@[P4] (S>AP:COMP )(ADVP:ADJ@[A3] (RB:HD@[P2] (then*S>ADVP:ADJ^1@[P1] (S>ADVP:ADJ*@[S0] ) ) ) ) ) ) ) (PUNC@[A9] (.*TOP>PUNC^1@[P8] (TOP>PUNC*@[S7] ) ) ) )
2;26;253,921;(TOP>PUNC^1 (TOP>S@[P21] (S@[P20] (S>PP:ADJ^1@[P19] (S>AP:COMP^1@[P8] (S>VBP:HD@[P3] (S>NP:SBQ )(VBP:HD@[A2] (are*S>VBP:HD^1@[P1] (S>VBP:HD*@[S0] ) ) ) ) (AP:COMP@[A7] (JJ:HD@[P6] (good*S>AP:COMP^1@[P5] (S>AP:COMP*@[S4] ) ) ) ) ) (PP:ADJ@[A18] (PP:ADJ>NP:COMP^1@[P17] (PP:ADJ>IN:HD@[P12] (IN:HD@[P11] (for*S>PP:ADJ^1@[P10] (S>PP:ADJ*@[S9] ) ) ) ) (NP:COMP@[A16] (PP:HD@[P15] (you*PP:ADJ>NP:COMP^1@[P14] (PP:ADJ>NP:COMP*@[S13] ) ) ) ) ) ) ) ) ) (PUNC@[A24] (.*TOP>PUNC^1@[P23] (TOP>PUNC*@[S22] ) ) ) )
2;9;865,910;(TOP>PUNC^1 (TOP>S@[P4] (S@[P3] (S>VP:COMP@[P2] (S>MD:HD )(VP:COMP@[A1] (VP:COMP>NP:ADJ@[P0] (VP:COMP>VB:HD )(NP:ADJ )) ) ) ) ) (PUNC@[A7] (.*TOP>PUNC^1@[P6] (TOP>PUNC*@[S5] ) ) ) )
2;17;652,868;(TOP>PUNC^1 (TOP>S@[P12] (S@[P11] (S>VP:COMP@[P10] (S>NP:SBJ )(VP:COMP@[A9] (VP:COMP>ADVP:ADJ^1@[P8] (VP:COMP>,:PAR@[P3] (VP:COMP>NP:COMP )(,:PAR@[A2] (,*VP:COMP>,:PAR^1@[P1] (VP:COMP>,:PAR*@[S0] ) ) ) ) (ADVP:ADJ@[A7] (RB:HD@[P6] (then*VP:COMP>ADVP:ADJ^1@[P5] (VP:COMP>ADVP:ADJ*@[S4] ) ) ) ) ) ) ) ) ) (PUNC@[A15] (.*TOP>PUNC^1@[P14] (TOP>PUNC*@[S13] ) ) ) )
2;10;135,809;(TOP>PUNC^1 (TOP>S@[P5] (TOP>UH )(S@[A4] (S>AP:COMP@[P3] (S>VBZ:HD )(AP:COMP@[A2] (JJ:HD@[P1] (okay@[P0] (S>AP:COMP^1 )) ) ) ) ) ) (PUNC@[A8] (.*TOP>PUNC^1@[P7] (TOP>PUNC*@[S6] ) ) ) )
2;7;64,839;(TOP>PUNC^1 (TOP>S@[P2] (TOP>UH )(S@[A1] (S>NP:COMP@[P0] (S>VBZ:HD )(NP:COMP )) ) ) (PUNC@[A5] (.*TOP>PUNC^1@[P4] (TOP>PUNC*@[S3] ) ) ) )
2;8;383,826;(TOP>PUNC^1 (TOP>UH@[P3] (TOP>UH )(UH@[A2] (no*TOP>UH^1@[P1] (TOP>UH*@[S0] ) ) ) ) (PUNC@[A6] (.*TOP>PUNC^1@[P5] (TOP>PUNC*@[S4] ) ) ) )
2;30;58,59;(TOP>PUNC^1 (TOP>S@[P25] (S@[P24] (S>VP:COMP@[P23] (S>MD:HD )(VP:COMP@[A22] (VP:COMP>PP:ADJ@[P21] (VP:COMP>VB:HD )(PP:ADJ@[A20] (PP:ADJ>NP:COMP@[P19] (PP:ADJ>IN:HD )(NP:COMP@[A18] (NP:COMP>PP:ADJ@[P17] (NP:COMP>CNUM:HD )(PP:ADJ@[A16] (PP:ADJ>NP:COMP^1@[P15] (PP:ADJ>IN:HD@[P3] (IN:HD@[P2] (in*NP:COMP>PP:ADJ^1@[P1] (NP:COMP>PP:ADJ*@[S0] ) ) ) ) (NP:COMP@[A14] (NP:COMP>NN:HD^1@[P13] (NP:COMP>DTP:SPR@[P9] (DTP:SPR@[P8] (DT@[P7] (DT@[P6] (the*PP:ADJ>NP:COMP^1@[P5] (PP:ADJ>NP:COMP*@[S4] ) ) ) ) ) ) (NN:HD@[A12] (morning*NP:COMP>NN:HD^1@[P11] (NP:COMP>NN:HD*@[S10] ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) (PUNC@[A28] (.*TOP>PUNC^1@[P27] (TOP>PUNC*@[S26] ) ) ) )
2;6;115,521;(TOP>PUNC^1 (TOP>S@[P1] (TOP>UH )(S@[A0] (S>PP:COMP ) ) ) (PUNC@[A4] (.*TOP>PUNC^1@[P3] (TOP>PUNC*@[S2] ) ) ) )
2;5;7,778;(TOP>PUNC^1 (TOP>DTP@[P0] (TOP>UH )(DTP )) (PUNC@[A3] (.*TOP>PUNC^1@[P2] (TOP>PUNC*@[S1] ) ) ) )
2;9;39,546;(TOP>PUNC^1 (TOP>S@[P4] (S@[P3] (S>PP:COMP@[P2] (S>VBZ:HD )(PP:COMP@[A1] (PP:COMP>NP:COMP@[P0] (PP:COMP>IN:HD )(NP:COMP )) ) ) ) ) (PUNC@[A7] (.*TOP>PUNC^1@[P6] (TOP>PUNC*@[S5] ) ) ) )
2;6;524,899;(TOP>PUNC^1 (TOP>AP@[P1] (AP@[P0] (AP>JJ:HD )) ) (PUNC@[A4] (.*TOP>PUNC^1@[P3] (TOP>PUNC*@[S2] ) ) ) )
2;7;505,532;(TOP>PUNC^1 (TOP>S@[P2] (S@[P1] (S>PP:ADJ@[P0] (S>AP:COMP )(PP:ADJ )) ) ) (PUNC@[A5] (.*TOP>PUNC^1@[P4] (TOP>PUNC*@[S3] ) ) ) )
2;6;112,856;(TOP>PUNC^1 (TOP>S@[P1] (TOP>S )(S@[A0] (S>NP:COMP ) ) ) (PUNC@[A4] (.*TOP>PUNC^1@[P3] (TOP>PUNC*@[S2] ) ) ) )
2;6;501,920;(TOP>PUNC^1 (TOP>S@[P1] (TOP>UH )(S@[A0] (S>MD:HD ) ) ) (PUNC@[A4] (.*TOP>PUNC^1@[P3] (TOP>PUNC*@[S2] ) ) ) )
2;7;323,857;(TOP>PUNC^1 (TOP>S@[P2] (TOP>UH )(S@[A1] (S>VP:COMP@[P0] (S>RB:ADJ )(VP:COMP )) ) ) (PUNC@[A5] (.*TOP>PUNC^1@[P4] (TOP>PUNC*@[S3] ) ) ) )
2;8;70,790;(TOP>PUNC^1 (TOP>SUGG@[P3] (SUGG@[P2] (SUGG>NP:COMP@[P1] (SUGG>RB )(NP:COMP@[A0] (CNUM:HD ) ) ) ) ) (PUNC@[A6] (.*TOP>PUNC^1@[P5] (TOP>PUNC*@[S4] ) ) ) )
2;6;791,816;(TOP>PUNC^1 (TOP>VP@[P1] (VP@[P0] (VB:HD )) ) (PUNC@[A4] (.*TOP>PUNC^1@[P3] (TOP>PUNC*@[S2] ) ) ) )
2;7;144,621;(TOP>PUNC^1 (TOP>S@[P2] (S@[P1] (S>NP:COMP@[P0] (S>NP:SBJ )(NP:COMP )) ) ) (PUNC@[A5] (.*TOP>PUNC^1@[P4] (TOP>PUNC*@[S3] ) ) ) )
2;15;207,234;(TOP>PUNC^1 (TOP>S@[P10] (S@[P9] (S>VP:COMP^1@[P8] (S>NP:COMP@[P3] (S>VBP:HD )(NP:COMP@[A2] (PP:HD@[P1] (me@[P0] (S>NP:COMP^1 )) ) ) ) (VP:COMP@[A7] (VB:HD@[P6] (see*S>VP:COMP^1@[P5] (S>VP:COMP*@[S4] ) ) ) ) ) ) ) (PUNC@[A13] (.*TOP>PUNC^1@[P12] (TOP>PUNC*@[S11] ) ) ) )
2;6;284,605;(TOP>PUNC^1 (TOP>VP@[P1] (TOP>UH )(VP@[A0] (VP>AP:COMP ) ) ) (PUNC@[A4] (.*TOP>PUNC^1@[P3] (TOP>PUNC*@[S2] ) ) ) )
2;7;142,819;(TOP>PUNC^1 (TOP>S@[P2] (TOP>UH )(S@[A1] (S>S@[P0] (S>CNJ )(S )) ) ) (PUNC@[A5] (.*TOP>PUNC^1@[P4] (TOP>PUNC*@[S3] ) ) ) )
2;7;669,842;(TOP>PUNC^1 (TOP>VP@[P2] (VP@[P1] (VP>PP:ADJ@[P0] (VP>AP:COMP )(PP:ADJ )) ) ) (PUNC@[A5] (.*TOP>PUNC^1@[P4] (TOP>PUNC*@[S3] ) ) ) )
2;7;109,499;(TOP>PUNC^1 (TOP>S@[P2] (S@[P1] (S>ADVP:ADJ@[P0] (S>PP:ADJ )(ADVP:ADJ )) ) ) (PUNC@[A5] (.*TOP>PUNC^1@[P4] (TOP>PUNC*@[S3] ) ) ) )
2;6;470,813;(TOP>PUNC^1 (TOP>NP@[P1] (NP@[P0] (CNUM:HD )) ) (PUNC@[A4] (.*TOP>PUNC^1@[P3] (TOP>PUNC*@[S2] ) ) ) )
2;6;321,504;(TOP>PUNC^1 (TOP>S@[P1] (TOP>S )(S@[A0] (S>MD:HD ) ) ) (PUNC@[A4] (.*TOP>PUNC^1@[P3] (TOP>PUNC*@[S2] ) ) ) )
2;11;2,425;(TOP>PUNC^1 (TOP>NP@[P6] (NP@[P5] (NP>NP@[P4] (NP>CNJ )(NP@[A3] (PR@[P2] (WP@[P1] (what@[P0] (NP>NP^1 )) ) ) ) ) ) ) (PUNC@[A9] (.*TOP>PUNC^1@[P8] (TOP>PUNC*@[S7] ) ) ) )
2;8;631,849;(TOP>PUNC^1 (TOP>UH@[P3] (TOP>NP )(UH@[A2] (yeah*TOP>UH^1@[P1] (TOP>UH*@[S0] ) ) ) ) (PUNC@[A6] (.*TOP>PUNC^1@[P5] (TOP>PUNC*@[S4] ) ) ) )
2;15;183,759;(TOP>PUNC^1 (TOP>ADVP@[P10] (TOP>UH )(ADVP@[A9] (ADVP>ADVP^1@[P8] (ADVP>CNJ@[P3] (CNJ@[P2] (CC@[P1] (and@[P0] (TOP>ADVP^1 )) ) ) ) (ADVP@[A7] (RB:HD@[P6] (then*ADVP>ADVP^1@[P5] (ADVP>ADVP*@[S4] ) ) ) ) ) ) ) (PUNC@[A13] (.*TOP>PUNC^1@[P12] (TOP>PUNC*@[S11] ) ) ) )
2;7;313,320;(TOP>PUNC^1 (TOP>S@[P2] (TOP>S )(S@[A1] (S>NP:COMP@[P0] (S>VBZ:HD )(NP:COMP )) ) ) (PUNC@[A5] (.*TOP>PUNC^1@[P4] (TOP>PUNC*@[S3] ) ) ) )
2;8;189,586;(TOP>PUNC^1 (TOP>S@[P3] (S@[P2] (S>VP:COMP@[P1] (S>NP:COMP )(VP:COMP@[A0] (VP:COMP>NP:COMP ) ) ) ) ) (PUNC@[A6] (.*TOP>PUNC^1@[P5] (TOP>PUNC*@[S4] ) ) ) )
2;8;13,657;(TOP>PUNC^1 (TOP>S@[P3] (S@[P2] (S>VP:COMP@[P1] (S>NP:SBJ )(VP:COMP@[A0] (VP:COMP>AP:COMP ) ) ) ) ) (PUNC@[A6] (.*TOP>PUNC^1@[P5] (TOP>PUNC*@[S4] ) ) ) )
2;10;377,434;(TOP>PUNC^1 (TOP>S@[P5] (S@[P4] (S>AP:COMP@[P3] (S>VBZ:HD )(AP:COMP@[A2] (JJ:HD@[P1] (good@[P0] (S>AP:COMP^1 )) ) ) ) ) ) (PUNC@[A8] (.*TOP>PUNC^1@[P7] (TOP>PUNC*@[S6] ) ) ) )
2;9;670,711;(TOP>PUNC^1 (TOP>SUGG@[P4] (SUGG@[P3] (SUGG>PP:COMP@[P2] (SUGG>,:PAR )(PP:COMP@[A1] (PP:COMP>NP:COMP@[P0] (PP:COMP>,:PAR )(NP:COMP )) ) ) ) ) (PUNC@[A7] (.*TOP>PUNC^1@[P6] (TOP>PUNC*@[S5] ) ) ) )
2;16;28,776;(TOP>PUNC^1 (TOP>S@[P11] (S@[P10] (S>VP:COMP@[P9] (S>MD:HD )(VP:COMP@[A8] (VP:COMP>PP:ADJ@[P7] (VP:COMP>VB:HD )(PP:ADJ@[A6] (PP:ADJ>NP:COMP@[P5] (PP:ADJ>IN:HD )(NP:COMP@[A4] (NP:COMP>RB:ADJ@[P3] (NP:COMP>CNUM:HD )(RB:ADJ@[A2] (o'clock*NP:COMP>RB:ADJ^1@[P1] (NP:COMP>RB:ADJ*@[S0] ) ) ) ) ) ) ) ) ) ) ) ) (PUNC@[A14] (.*TOP>PUNC^1@[P13] (TOP>PUNC*@[S12] ) ) ) )
2;6;235,656;(TOP>PUNC^1 (TOP>SUGG@[P1] (SUGG@[P0] (SUGG>SUGG )) ) (PUNC@[A4] (.*TOP>PUNC^1@[P3] (TOP>PUNC*@[S2] ) ) ) )
2;21;176,609;(TOP>PUNC^1 (TOP>S@[P16] (TOP>UH )(S@[A15] (S>VP:COMP^1@[P14] (S>MD:HD@[P2] (S>NP:SBJ )(MD:HD@[A1] (can@[P0] (S>MD:HD^1 )) ) ) (VP:COMP@[A13] (VP:COMP>NP:COMP^1@[P12] (VP:COMP>VB:HD@[P6] (VB:HD@[P5] (do*S>VP:COMP^1@[P4] (S>VP:COMP*@[S3] ) ) ) ) (NP:COMP@[A11] (PR@[P10] (DT@[P9] (that*VP:COMP>NP:COMP^1@[P8] (VP:COMP>NP:COMP*@[S7] ) ) ) ) ) ) ) ) ) ) (PUNC@[A19] (.*TOP>PUNC^1@[P18] (TOP>PUNC*@[S17] ) ) ) )
2;7;547,812;(TOP>PUNC^1 (TOP>S@[P2] (TOP>UH )(S@[A1] (S>VP:COMP@[P0] (S>NP:COMP )(VP:COMP )) ) ) (PUNC@[A5] (.*TOP>PUNC^1@[P4] (TOP>PUNC*@[S3] ) ) ) )
2;6;357,745;(TOP>PUNC^1 (TOP>S@[P1] (TOP>UH )(S@[A0] (S>VBZ:HD ) ) ) (PUNC@[A4] (.*TOP>PUNC^1@[P3] (TOP>PUNC*@[S2] ) ) ) )
2;13;590,683;(TOP>PUNC^1 (TOP>S@[P8] (TOP>UH )(S@[A7] (S>VP:COMP@[P6] (S>NP:COMP )(VP:COMP@[A5] (VP:COMP>ADVP:ADJ@[P4] (VP:COMP>NP:COMP )(ADVP:ADJ@[A3] (RB:HD@[P2] (then*VP:COMP>ADVP:ADJ^1@[P1] (VP:COMP>ADVP:ADJ*@[S0] ) ) ) ) ) ) ) ) ) (PUNC@[A11] (.*TOP>PUNC^1@[P10] (TOP>PUNC*@[S9] ) ) ) )
2;4;559,886;(TOP>PUNC (TOP>IN )(PUNC@[A2] (.*TOP>PUNC^1@[P1] (TOP>PUNC*@[S0] ) ) ) )
2;8;210,489;(TOP>PUNC^1 (TOP>S@[P3] (S@[P2] (S>VP:COMP@[P1] (S>MD:HD )(VP:COMP@[A0] (VB:HD ) ) ) ) ) (PUNC@[A6] (.*TOP>PUNC^1@[P5] (TOP>PUNC*@[S4] ) ) ) )
2;10;681,779;(TOP>PUNC^1 (TOP>S@[P5] (S@[P4] (S>AP:COMP@[P3] (S>VBZ:HD )(AP:COMP@[A2] (JJ:HD@[P1] (okay@[P0] (S>AP:COMP^1 )) ) ) ) ) ) (PUNC@[A8] (.*TOP>PUNC^1@[P7] (TOP>PUNC*@[S6] ) ) ) )
2;12;97,199;(TOP>PUNC^1 (TOP>S@[P7] (S@[P6] (S>VP:COMP@[P5] (S>MD:HD )(VP:COMP@[A4] (VP:COMP>ADVP:ADJ@[P3] (VP:COMP>NP:COMP )(ADVP:ADJ@[A2] (RB:HD@[P1] (there@[P0] (VP:COMP>ADVP:ADJ^1 )) ) ) ) ) ) ) ) (PUNC@[A10] (.*TOP>PUNC^1@[P9] (TOP>PUNC*@[S8] ) ) ) )
2;6;688,789;(TOP>PUNC^1 (TOP>S@[P1] (TOP>UH )(S@[A0] (S>NP:COMP ) ) ) (PUNC@[A4] (.*TOP>PUNC^1@[P3] (TOP>PUNC*@[S2] ) ) ) )
2;20;63,866;(TOP>PUNC^1 (TOP>S@[P15] (S@[P14] (S>VP:COMP@[P13] (S>MD:HD )(VP:COMP@[A12] (VP:COMP>PP:ADJ^1@[P11] (VP:COMP>AP:COMP@[P0] (VP:COMP>,:PAR )(AP:COMP )) (PP:ADJ@[A10] (PP:ADJ>NP:COMP^1@[P9] (PP:ADJ>IN:HD@[P4] (IN:HD@[P3] (for*VP:COMP>PP:ADJ^1@[P2] (VP:COMP>PP:ADJ*@[S1] ) ) ) ) (NP:COMP@[A8] (PP:HD@[P7] (me*PP:ADJ>NP:COMP^1@[P6] (PP:ADJ>NP:COMP*@[S5] ) ) ) ) ) ) ) ) ) ) ) (PUNC@[A18] (.*TOP>PUNC^1@[P17] (TOP>PUNC*@[S16] ) ) ) )
2;9;71,773;(TOP>PUNC^1 (TOP>SUGG@[P4] (SUGG@[P3] (SUGG>PP:COMP@[P2] (SUGG>,:PAR )(PP:COMP@[A1] (PP:COMP>NP:COMP@[P0] (PP:COMP>IN:HD )(NP:COMP )) ) ) ) ) (PUNC@[A7] (.*TOP>PUNC^1@[P6] (TOP>PUNC*@[S5] ) ) ) )
2;7;248,655;(TOP>PUNC^1 (TOP>SUGG@[P2] (SUGG@[P1] (SUGG>NP:COMP@[P0] (SUGG>UH:PAR )(NP:COMP )) ) ) (PUNC@[A5] (.*TOP>PUNC^1@[P4] (TOP>PUNC*@[S3] ) ) ) )
2;11;354,733;(TOP>PUNC^1 (TOP>PP@[P6] (PP@[P5] (PP>NP:COMP@[P4] (PP>IN:HD )(NP:COMP@[A3] (CNUM:HD@[P2] (CD@[P1] (two@[P0] (PP>NP:COMP^1 )) ) ) ) ) ) ) (PUNC@[A9] (.*TOP>PUNC^1@[P8] (TOP>PUNC*@[S7] ) ) ) )
2;8;739,867;(TOP>PUNC^1 (TOP>S@[P3] (TOP>UH )(S@[A2] (S>VP:COMP@[P1] (S>NP:COMP )(VP:COMP@[A0] (VP:COMP>NP:COMP ) ) ) ) ) (PUNC@[A6] (.*TOP>PUNC^1@[P5] (TOP>PUNC*@[S4] ) ) ) )
2;5;435,484;(TOP>PUNC^1 (TOP>UH@[P0] (TOP>CNJ )(UH )) (PUNC@[A3] (.*TOP>PUNC^1@[P2] (TOP>PUNC*@[S1] ) ) ) )
2;19;591,905;(TOP>PUNC^1 (TOP>S@[P14] (S@[P13] (S>VP:COMP@[P12] (S>MD:HD )(VP:COMP@[A11] (VP:COMP>PP:ADJ@[P10] (VP:COMP>AP:COMP )(PP:ADJ@[A9] (PP:ADJ>NP:COMP^1@[P8] (PP:ADJ>IN:HD@[P3] (IN:HD@[P2] (with*VP:COMP>PP:ADJ^1@[P1] (VP:COMP>PP:ADJ*@[S0] ) ) ) ) (NP:COMP@[A7] (PP:HD@[P6] (me*PP:ADJ>NP:COMP^1@[P5] (PP:ADJ>NP:COMP*@[S4] ) ) ) ) ) ) ) ) ) ) ) (PUNC@[A17] (.*TOP>PUNC^1@[P16] (TOP>PUNC*@[S15] ) ) ) )
2;7;145,299;(TOP>PUNC^1 (TOP>VP@[P2] (VP@[P1] (VP>ADVP:ADJ@[P0] (VP>,:PAR )(ADVP:ADJ )) ) ) (PUNC@[A5] (.*TOP>PUNC^1@[P4] (TOP>PUNC*@[S3] ) ) ) )
2;7;330,556;(TOP>PUNC^1 (TOP>VP@[P2] (VP@[P1] (VP>VP:COMP@[P0] (VP>MD:HD )(VP:COMP )) ) ) (PUNC@[A5] (.*TOP>PUNC^1@[P4] (TOP>PUNC*@[S3] ) ) ) )
2;11;511,805;(TOP>PUNC^1 (TOP>S@[P6] (TOP>NP )(S@[A5] (S>AP:COMP@[P4] (S>VBZ:HD )(AP:COMP@[A3] (JJ:HD@[P2] (fine*S>AP:COMP^1@[P1] (S>AP:COMP*@[S0] ) ) ) ) ) ) ) (PUNC@[A9] (.*TOP>PUNC^1@[P8] (TOP>PUNC*@[S7] ) ) ) )
