freq;,length;occ;cxs
1;16;280;(VP:COMP>PP:ADJ (VP:COMP>V )(PP:ADJ@[A15] (PP:ADJ>NP:COMP^1@[P14] (PP:ADJ>IN:HD@[P2] (IN:HD@[P1] (at@[P0] (VP:COMP>PP:ADJ^1 )) ) ) (NP:COMP@[A13] (NP:COMP>NN:HD^1@[P12] (NP:COMP>DTP:SPR@[P8] (DTP:SPR@[P7] (DT@[P6] (WDT@[P5] (what*PP:ADJ>NP:COMP^1@[P4] (PP:ADJ>NP:COMP*@[S3] ) ) ) ) ) ) (NN:HD@[A11] (time*NP:COMP>NN:HD^1@[P10] (NP:COMP>NN:HD*@[S9] ) ) ) ) ) ) ) )
1;10;592;(TOP>PUNC^1 (TOP>S@[P5] (S@[P4] (S>VP:COMP@[P3] (S>NP:SBJ )(VP:COMP@[A2] (VP:COMP>VP:COMP@[P1] (VP:COMP>VB:HD )(VP:COMP@[A0] (VP:COMP>VP:COMP ) ) ) ) ) ) ) (PUNC@[A8] (.*TOP>PUNC^1@[P7] (TOP>PUNC*@[S6] ) ) ) )
1;5;354;(PP>NP:COMP^1 (PP>IN:HD@[P3] (IN:HD@[P2] (at*START^1@[P1] (START*@[S0] ) ) ) ) (=== (two*PP>NP:COMP^1@[P5] (PP>NP:COMP*@[S4] ) ) ) )
1;6;872;(NP>NN:HD^1 (NP>DTP:SPR@[P5] (DTP:SPR@[P4] (DT@[P3] (DT@[P2] (a*START^1@[P1] (START*@[S0] ) ) ) ) ) ) ( ))
1;10;317;(TOP>S^1 (TOP>UH@[P3] (UH@[P2] (yeah*START^1@[P1] (START*@[S0] ) ) ) ) (=== (S>VBP:HD^1 (S>NP:SBJ@[P8] (NP:SBJ@[P7] (PP:HD@[P6] (I*TOP>S^1@[P5] (TOP>S*@[S4] ) ) ) ) ) (=== (am*S>VBP:HD^1@[P10] (S>VBP:HD*@[S9] ) ) ) ) ) )
1;14;380;(TOP>PUNC^1 (TOP>S@[P9] (S@[P8] (S>S:COMP@[P7] (S>VBP:HD )(S:COMP@[A6] (S:COMP>VP:COMP@[P5] (S:COMP>MD:HD )(VP:COMP@[A4] (VP:COMP>ADVP:ADJ@[P3] (VP:COMP>NP:COMP )(ADVP:ADJ@[A2] (RB:HD@[P1] (then@[P0] (VP:COMP>ADVP:ADJ^1 )) ) ) ) ) ) ) ) ) ) (PUNC@[A12] (.*TOP>PUNC^1@[P11] (TOP>PUNC*@[S10] ) ) ) )
1;27;540;(TOP>S^1 (TOP>S^1@[P15] (TOP>UH@[P3] (UH@[P2] (yeah*START^1@[P1] (START*@[S0] ) ) ) ) (S@[A14] (S>VBZ:HD^1@[P13] (S>NP:SBJ@[P9] (NP:SBJ@[P8] (PR@[P7] (DT@[P6] (that*TOP>S^1@[P5] (TOP>S*@[S4] ) ) ) ) ) ) (VBZ:HD@[A12] (is*S>VBZ:HD^1@[P11] (S>VBZ:HD*@[S10] ) ) ) ) ) ) (=== (S>AP:COMP^1 (S>VBZ:HD^1@[P25] (S>NP:SBJ@[P21] (NP:SBJ@[P20] (PR@[P19] (DT@[P18] (that*TOP>S^1@[P17] (TOP>S*@[S16] ) ) ) ) ) ) (VBZ:HD@[A24] (is*S>VBZ:HD^1@[P23] (S>VBZ:HD*@[S22] ) ) ) ) (=== (1capN_dashN_slshN_alfY_digN_sfx:NONE*S>AP:COMP^1@[P27] (S>AP:COMP*@[S26] ) ) ) ) ) )
1;4;869;(TOP>NP^1 (TOP>UH@[P3] (UH@[P2] (so*START^1@[P1] (START*@[S0] ) ) ) ) ( ))
1;4;500;(VP>CNJ (CNJ@[P3] (CC@[P2] (or*START^1@[P1] (START*@[S0] ) ) ) ) )
1;16;737;(TOP>PUNC^1 (TOP>S@[P11] (TOP>UH )(S@[A10] (S>PP:ADJ@[P9] (S>AP:COMP )(PP:ADJ@[A8] (PP:ADJ>NP:COMP^1@[P7] (PP:ADJ>IN:HD@[P2] (IN:HD@[P1] (for@[P0] (S>PP:ADJ^1 )) ) ) (NP:COMP@[A6] (PP:HD@[P5] (me*PP:ADJ>NP:COMP^1@[P4] (PP:ADJ>NP:COMP*@[S3] ) ) ) ) ) ) ) ) ) (PUNC@[A14] (.*TOP>PUNC^1@[P13] (TOP>PUNC*@[S12] ) ) ) )
1;20;823;(VP (VP>PP:COMP^1@[P19] (VP>AP:COMP^1@[P8] (VP>VBZ:HD@[P3] (VBZ:HD@[P2] (sounds*START^1@[P1] (START*@[S0] ) ) ) ) (AP:COMP@[A7] (JJ:HD@[P6] (good*VP>AP:COMP^1@[P5] (VP>AP:COMP*@[S4] ) ) ) ) ) (PP:COMP@[A18] (PP:COMP>NP:COMP^1@[P17] (PP:COMP>IN:HD@[P12] (IN:HD@[P11] (to*VP>PP:COMP^1@[P10] (VP>PP:COMP*@[S9] ) ) ) ) (NP:COMP@[A16] (PP:HD@[P15] (me*PP:COMP>NP:COMP^1@[P14] (PP:COMP>NP:COMP*@[S13] ) ) ) ) ) ) ) )
1;27;153;(TOP>PUNC^1 (TOP>S@[P22] (S@[P21] (S>VP:COMP@[P20] (S>NP:COMP )(VP:COMP@[A19] (VP:COMP>PP:ADJ^1@[P18] (VP:COMP>NP:COMP^1@[P7] (VP:COMP>VB:HD@[P2] (VB:HD@[P1] (plan@[P0] (S>VP:COMP^1 )) ) ) (NP:COMP@[A6] (PP:HD@[P5] (it*VP:COMP>NP:COMP^1@[P4] (VP:COMP>NP:COMP*@[S3] ) ) ) ) ) (PP:ADJ@[A17] (PP:ADJ>ADVP:COMP^1@[P16] (PP:ADJ>IN:HD@[P11] (IN:HD@[P10] (for*VP:COMP>PP:ADJ^1@[P9] (VP:COMP>PP:ADJ*@[S8] ) ) ) ) (ADVP:COMP@[A15] (RB:HD@[P14] (then*PP:ADJ>ADVP:COMP^1@[P13] (PP:ADJ>ADVP:COMP*@[S12] ) ) ) ) ) ) ) ) ) ) ) (PUNC@[A25] (.*TOP>PUNC^1@[P24] (TOP>PUNC*@[S23] ) ) ) )
1;12;466;(TOP>PUNC^1 (TOP>S@[P11] (S@[P10] (S>VBZ:HD^1@[P9] (S>NP:SBQ@[P5] (NP:SBQ@[P4] (PR@[P3] (WP@[P2] (what*START^1@[P1] (START*@[S0] ) ) ) ) ) ) (VBZ:HD@[A8] (is*S>VBZ:HD^1@[P7] (S>VBZ:HD*@[S6] ) ) ) ) ) ) ( ))
1;15;43;(S (S>AP:COMP^1@[P14] (S>NP:SBJ^1@[P9] (S>VBZ:HD@[P3] (VBZ:HD@[P2] (is*START^1@[P1] (START*@[S0] ) ) ) ) (NP:SBJ@[A8] (PR@[P7] (DT@[P6] (that*S>NP:SBJ^1@[P5] (S>NP:SBJ*@[S4] ) ) ) ) ) ) (AP:COMP@[A13] (JJ:HD@[P12] (good*S>AP:COMP^1@[P11] (S>AP:COMP*@[S10] ) ) ) ) ) )
1;11;60;(S>AP:COMP^1 (S>NP:SBJ^1@[P9] (S>VBZ:HD@[P3] (VBZ:HD@[P2] (is*START^1@[P1] (START*@[S0] ) ) ) ) (NP:SBJ@[A8] (PR@[P7] (DT@[P6] (that*S>NP:SBJ^1@[P5] (S>NP:SBJ*@[S4] ) ) ) ) ) ) (=== (fine*S>AP:COMP^1@[P11] (S>AP:COMP*@[S10] ) ) ) )
1;7;283;(S>NP:SBJ (S>VBZ:HD )(NP:SBJ@[A6] (NP:SBJ>NP:ADJ^1@[P5] (NP:SBJ>NP:HD@[P0] (NP:HD )) (NP:ADJ@[A4] (NN:HD@[P3] (morning*NP:SBJ>NP:ADJ^1@[P2] (NP:SBJ>NP:ADJ*@[S1] ) ) ) ) ) ) )
1;22;28;(S>VP:COMP^1 (S>MD:HD^1@[P8] (S>NP:SBJ@[P4] (NP:SBJ@[P3] (PP:HD@[P2] (we*START^1@[P1] (START*@[S0] ) ) ) ) ) (MD:HD@[A7] (can*S>MD:HD^1@[P6] (S>MD:HD*@[S5] ) ) ) ) (=== (VP:COMP>PP:ADJ^1 (VP:COMP>VB:HD@[P12] (VB:HD@[P11] (leave*S>VP:COMP^1@[P10] (S>VP:COMP*@[S9] ) ) ) ) (=== (PP:ADJ>NP:COMP^1 (PP:ADJ>IN:HD@[P16] (IN:HD@[P15] (at*VP:COMP>PP:ADJ^1@[P14] (VP:COMP>PP:ADJ*@[S13] ) ) ) ) (=== (NP:COMP>RB:ADJ^1 (NP:COMP>CNUM:HD@[P21] (CNUM:HD@[P20] (CD@[P19] (1capN_dashN_slshN_alfY_digN_sfx:NONE*PP:ADJ>NP:COMP^1@[P18] (PP:ADJ>NP:COMP*@[S17] ) ) ) ) ) ( )) ) ) ) ) ) )
1;5;204;(S>VP:COMP (S>MD:HD )(VP:COMP@[A4] (VP:COMP>NP:COMP@[P3] (VP:COMP>VB:HD )(NP:COMP@[A2] (NN:HD@[P1] (lunch@[P0] (VP:COMP>NP:COMP^1 )) ) ) ) ) )
1;8;553;(S>S (S>CNJ )(S@[A7] (S>VP:COMP@[P6] (S>MD:HD )(VP:COMP@[A5] (VP:COMP>ADVP:ADJ@[P4] (VP:COMP>VB:HD )(ADVP:ADJ@[A3] (RB:HD@[P2] (there*VP:COMP>ADVP:ADJ^1@[P1] (VP:COMP>ADVP:ADJ*@[S0] ) ) ) ) ) ) ) ) )
1;10;386;(TOP>PUNC^1 (TOP>PP@[P5] (PP@[P4] (PP>NP:COMP@[P3] (PP>IN:HD )(NP:COMP@[A2] (NP:HD@[P1] (Wednesday@[P0] (PP>NP:COMP^1 )) ) ) ) ) ) (PUNC@[A8] (.*TOP>PUNC^1@[P7] (TOP>PUNC*@[S6] ) ) ) )
1;12;259;(TOP>PUNC^1 (TOP>S@[P11] (S@[P10] (S>MD:HD^1@[P9] (S>NP:SBJ@[P5] (NP:SBJ@[P4] (PR@[P3] (DT@[P2] (that*START^1@[P1] (START*@[S0] ) ) ) ) ) ) (MD:HD@[A8] (will*S>MD:HD^1@[P7] (S>MD:HD*@[S6] ) ) ) ) ) ) ( ))
1;8;799;(SUGG>PP:COMP^1 (SUGG>RB^1@[P7] (SUGG>WRB@[P3] (WRB@[P2] (how*START^1@[P1] (START*@[S0] ) ) ) ) (RB@[A6] (about*SUGG>RB^1@[P5] (SUGG>RB*@[S4] ) ) ) ) ( ))
1;3;31;(NP>DTP:SPR (NP>RB:ADJ )(DTP:SPR@[A2] (DT@[P1] (DT@[P0] (a )) ) ) )
1;9;894;(SUGG>NP:COMP^1 (SUGG>RB^1@[P7] (SUGG>WRB@[P3] (WRB@[P2] (how*START^1@[P1] (START*@[S0] ) ) ) ) (RB@[A6] (about*SUGG>RB^1@[P5] (SUGG>RB*@[S4] ) ) ) ) (=== (that*SUGG>NP:COMP^1@[P9] (SUGG>NP:COMP*@[S8] ) ) ) )
1;3;343;(NP>PP:HD^1 (NP>ADVP:ADJ@[P2] (ADVP:ADJ@[P1] (RB:HD@[P0] (so )) ) ) ( ))
1;16;104;(TOP>PUNC^1 (TOP>S@[P11] (S@[P10] (S>PP:ADJ@[P9] (S>NP:COMP )(PP:ADJ@[A8] (PP:ADJ>NP:COMP^1@[P7] (PP:ADJ>IN:HD@[P2] (IN:HD@[P1] (for@[P0] (S>PP:ADJ^1 )) ) ) (NP:COMP@[A6] (PP:HD@[P5] (you*PP:ADJ>NP:COMP^1@[P4] (PP:ADJ>NP:COMP*@[S3] ) ) ) ) ) ) ) ) ) (PUNC@[A14] (.*TOP>PUNC^1@[P13] (TOP>PUNC*@[S12] ) ) ) )
1;17;491;(S>S:COMP^1 (S>VBZ:HD^1@[P9] (S>NP:SBJ@[P5] (NP:SBJ@[P4] (PR@[P3] (DT@[P2] (that*START^1@[P1] (START*@[S0] ) ) ) ) ) ) (VBZ:HD@[A8] (is*S>VBZ:HD^1@[P7] (S>VBZ:HD*@[S6] ) ) ) ) (=== (S:COMP>NP:SBJ^1 (S:COMP>NP:FLQ@[P15] (NP:FLQ@[P14] (PR@[P13] (WP@[P12] (what*S>S:COMP^1@[P11] (S>S:COMP*@[S10] ) ) ) ) ) ) (=== (we*S:COMP>NP:SBJ^1@[P17] (S:COMP>NP:SBJ*@[S16] ) ) ) ) ) )
1;9;784;(S (S>VBZ:HD^1@[P8] (S>NP:SBJ@[P4] (NP:SBJ@[P3] (EX:HD@[P2] (there*START^1@[P1] (START*@[S0] ) ) ) ) ) (VBZ:HD@[A7] (is*S>VBZ:HD^1@[P6] (S>VBZ:HD*@[S5] ) ) ) ) )
1;14;471;(S>VP:COMP^1 (S>RB:ADJ^1@[P12] (S>MD:HD^1@[P8] (S>NP:SBJ@[P4] (NP:SBJ@[P3] (PP:HD@[P2] (I*START^1@[P1] (START*@[S0] ) ) ) ) ) (MD:HD@[A7] (can*S>MD:HD^1@[P6] (S>MD:HD*@[S5] ) ) ) ) (RB:ADJ@[A11] (not*S>RB:ADJ^1@[P10] (S>RB:ADJ*@[S9] ) ) ) ) (=== (1capN_dashN_slshN_alfY_digN_sfx:NONE*S>VP:COMP^1@[P14] (S>VP:COMP*@[S13] ) ) ) )
1;5;842;(VP>PP:ADJ (VP>AP:COMP )(PP:ADJ@[A4] (PP:ADJ>NP:COMP@[P3] (PP:ADJ>IN:HD )(NP:COMP@[A2] (PP:HD@[P1] (you@[P0] (PP:ADJ>NP:COMP^1 )) ) ) ) ) )
1;10;881;(S>VP:COMP^1 (S>NP:SBJ^1@[P8] (S>MD:HD@[P3] (MD:HD@[P2] (can*START^1@[P1] (START*@[S0] ) ) ) ) (NP:SBJ@[A7] (PP:HD@[P6] (we*S>NP:SBJ^1@[P5] (S>NP:SBJ*@[S4] ) ) ) ) ) (=== (leave*S>VP:COMP^1@[P10] (S>VP:COMP*@[S9] ) ) ) )
1;3;845;(VP:COMP>ADVP:ADJ (VP:COMP>PP:COMP )(ADVP:ADJ@[A2] (RB:HD@[P1] (then@[P0] (VP:COMP>ADVP:ADJ^1 )) ) ) )
1;3;377;(NP:COMP>NP:COMP^1 (NP:COMP>NP:HD@[P2] (NP:HD@[P1] (Wednesday@[P0] (PP:ADJ>NP:COMP^1 )) ) ) ( ))
1;7;876;(TOP>PUNC^1 (TOP>UH@[P2] (TOP>S )(UH@[A1] (okay@[P0] (TOP>UH^1 )) ) ) (PUNC@[A5] (.*TOP>PUNC^1@[P4] (TOP>PUNC*@[S3] ) ) ) )
1;3;411;(S>AP:COMP (S>,:PAR )(AP:COMP@[A2] (JJ:HD@[P1] (okay@[P0] (S>AP:COMP^1 )) ) ) )
1;14;256;(S (S>AP:COMP^1@[P13] (S>VBZ:HD^1@[P8] (S>NP:SBJ@[P4] (NP:SBJ@[P3] (PP:HD@[P2] (it*START^1@[P1] (START*@[S0] ) ) ) ) ) (VBZ:HD@[A7] (sounds*S>VBZ:HD^1@[P6] (S>VBZ:HD*@[S5] ) ) ) ) (AP:COMP@[A12] (JJ:HD@[P11] (good*S>AP:COMP^1@[P10] (S>AP:COMP*@[S9] ) ) ) ) ) )
1;3;549;(TOP>NP (TOP>PP )(NP@[A2] (PP:HD@[P1] (we@[P0] (TOP>NP^1 )) ) ) )
1;4;285;(VP:COMP>NP:COMP^1 (VP:COMP>VB:HD@[P2] (VB:HD@[P1] (do@[P0] (S>VP:COMP^1 )) ) ) (=== (the*VP:COMP>NP:COMP^1@[P4] (VP:COMP>NP:COMP*@[S3] ) ) ) )
1;11;772;(TOP>S^1 (TOP>UH@[P3] (UH@[P2] (well*START^1@[P1] (START*@[S0] ) ) ) ) (=== (S>MD:HD^1 (S>NP:SBJ@[P9] (NP:SBJ@[P8] (PR@[P7] (DT@[P6] (that*TOP>S^1@[P5] (TOP>S*@[S4] ) ) ) ) ) ) (=== (would*S>MD:HD^1@[P11] (S>MD:HD*@[S10] ) ) ) ) ) )
1;5;622;(TOP>ADVP^1 (TOP>CNJ@[P4] (CNJ@[P3] (CC@[P2] (and*START^1@[P1] (START*@[S0] ) ) ) ) ) ( ))
1;8;845;(TOP>PUNC^1 (TOP>S@[P3] (S@[P2] (S>VP:COMP@[P1] (S>MD:HD )(VP:COMP@[A0] (VP:COMP>ADVP:ADJ ) ) ) ) ) (PUNC@[A6] (.*TOP>PUNC^1@[P5] (TOP>PUNC*@[S4] ) ) ) )
1;4;33;(VP:COMP>NP:COMP^1 (VP:COMP>VB:HD@[P2] (VB:HD@[P1] (unk@[P0] (S>VP:COMP^1 )) ) ) (=== (it*VP:COMP>NP:COMP^1@[P4] (VP:COMP>NP:COMP*@[S3] ) ) ) )
1;9;497;(TOP>S (TOP>S )(S@[A8] (S>NP:SBJ^1@[P7] (S>VBP:HD@[P2] (S>ADVP:ADJ )(VBP:HD@[A1] (am@[P0] (S>VBP:HD^1 )) ) ) (NP:SBJ@[A6] (PP:HD@[P5] (I*S>NP:SBJ^1@[P4] (S>NP:SBJ*@[S3] ) ) ) ) ) ) )
1;4;139;(NP:COMP>PP:ADJ^1 (NP:COMP>ONUM:HD@[P3] (NP:COMP>DTP:SPR )(ONUM:HD@[A2] (JJ@[P1] (fourth@[P0] (NP:COMP>ONUM:HD^1 )) ) ) ) ( ))
1;18;10;(TOP>S^1 (TOP>UH@[P3] (UH@[P2] (okay*START^1@[P1] (START*@[S0] ) ) ) ) (=== (S>VP:COMP^1 (S>,:PAR^1@[P16] (S>MD:HD^1@[P12] (S>NP:SBJ@[P8] (NP:SBJ@[P7] (PP:HD@[P6] (I*TOP>S^1@[P5] (TOP>S*@[S4] ) ) ) ) ) (MD:HD@[A11] (will*S>MD:HD^1@[P10] (S>MD:HD*@[S9] ) ) ) ) (,:PAR@[A15] (,*S>,:PAR^1@[P14] (S>,:PAR*@[S13] ) ) ) ) (=== (meet*S>VP:COMP^1@[P18] (S>VP:COMP*@[S17] ) ) ) ) ) )
1;21;767;(TOP>PUNC^1 (TOP>S@[P16] (S@[P15] (S>VP:COMP^1@[P14] (S>MD:HD@[P3] (S>NP:SBJ )(MD:HD@[A2] (would*S>MD:HD^1@[P1] (S>MD:HD*@[S0] ) ) ) ) (VP:COMP@[A13] (VP:COMP>AP:COMP^1@[P12] (VP:COMP>VB:HD@[P7] (VB:HD@[P6] (be*S>VP:COMP^1@[P5] (S>VP:COMP*@[S4] ) ) ) ) (AP:COMP@[A11] (JJ:HD@[P10] (fine*VP:COMP>AP:COMP^1@[P9] (VP:COMP>AP:COMP*@[S8] ) ) ) ) ) ) ) ) ) (PUNC@[A19] (.*TOP>PUNC^1@[P18] (TOP>PUNC*@[S17] ) ) ) )
1;10;570;(S>NP:COMP^1 (S>VBZ:HD^1@[P8] (S>NP:SBJ@[P4] (NP:SBJ@[P3] (EX:HD@[P2] (there*START^1@[P1] (START*@[S0] ) ) ) ) ) (VBZ:HD@[A7] (is*S>VBZ:HD^1@[P6] (S>VBZ:HD*@[S5] ) ) ) ) (=== (nothing*S>NP:COMP^1@[P10] (S>NP:COMP*@[S9] ) ) ) )
1;6;665;(VP:COMP>PP:ADJ (VP:COMP>RP )(PP:ADJ@[A5] (PP:ADJ>NP:COMP@[P4] (PP:ADJ>IN:HD )(NP:COMP@[A3] (PR@[P2] (DT@[P1] (that@[P0] (PP:ADJ>NP:COMP^1 )) ) ) ) ) ) )
1;24;218;(S>VP:COMP^1 (S>MD:HD^1@[P13] (S>NP:SBJ^1@[P9] (S>ADVP:ADJ@[P4] (ADVP:ADJ@[P3] (RB:HD@[P2] (so*START^1@[P1] (START*@[S0] ) ) ) ) ) (NP:SBJ@[A8] (PP:HD@[P7] (I*S>NP:SBJ^1@[P6] (S>NP:SBJ*@[S5] ) ) ) ) ) (MD:HD@[A12] (will*S>MD:HD^1@[P11] (S>MD:HD*@[S10] ) ) ) ) (=== (VP:COMP>PP:ADJ^1 (VP:COMP>NP:COMP^1@[P22] (VP:COMP>VB:HD@[P17] (VB:HD@[P16] (see*S>VP:COMP^1@[P15] (S>VP:COMP*@[S14] ) ) ) ) (NP:COMP@[A21] (PP:HD@[P20] (you*VP:COMP>NP:COMP^1@[P19] (VP:COMP>NP:COMP*@[S18] ) ) ) ) ) (=== (in*VP:COMP>PP:ADJ^1@[P24] (VP:COMP>PP:ADJ*@[S23] ) ) ) ) ) )
1;19;582;(S>VP:COMP^1 (S>MD:HD^1@[P8] (S>NP:SBJ@[P4] (NP:SBJ@[P3] (PP:HD@[P2] (I*START^1@[P1] (START*@[S0] ) ) ) ) ) (MD:HD@[A7] (will*S>MD:HD^1@[P6] (S>MD:HD*@[S5] ) ) ) ) (=== (VP:COMP>PP:ADJ^1 (VP:COMP>NP:COMP^1@[P17] (VP:COMP>VB:HD@[P12] (VB:HD@[P11] (see*S>VP:COMP^1@[P10] (S>VP:COMP*@[S9] ) ) ) ) (NP:COMP@[A16] (PP:HD@[P15] (you*VP:COMP>NP:COMP^1@[P14] (VP:COMP>NP:COMP*@[S13] ) ) ) ) ) (=== (in*VP:COMP>PP:ADJ^1@[P19] (VP:COMP>PP:ADJ*@[S18] ) ) ) ) ) )
1;19;160;(S (S>AP:COMP^1@[P18] (S>RB:ADJ^1@[P13] (S>VBZ:HD^1@[P9] (S>NP:SBJ@[P5] (NP:SBJ@[P4] (PR@[P3] (DT@[P2] (that*START^1@[P1] (START*@[S0] ) ) ) ) ) ) (VBZ:HD@[A8] (is*S>VBZ:HD^1@[P7] (S>VBZ:HD*@[S6] ) ) ) ) (RB:ADJ@[A12] (not*S>RB:ADJ^1@[P11] (S>RB:ADJ*@[S10] ) ) ) ) (AP:COMP@[A17] (JJ:HD@[P16] (good*S>AP:COMP^1@[P15] (S>AP:COMP*@[S14] ) ) ) ) ) )
1;6;165;(S>VBP:HD^1 (S>NP:SBJ@[P4] (NP:SBJ@[P3] (PP:HD@[P2] (you*TOP>S^1@[P1] (TOP>S*@[S0] ) ) ) ) ) (=== (1capN_dashN_slshN_alfY_digN_sfx:NONE*S>VBP:HD^1@[P6] (S>VBP:HD*@[S5] ) ) ) )
1;12;371;(TOP>S (TOP>UH )(S@[A11] (S>PP:ADJ@[P10] (S>NP:SBJ )(PP:ADJ@[A9] (PP:ADJ>NP:COMP^1@[P8] (PP:ADJ>IN:HD@[P3] (IN:HD@[P2] (for*S>PP:ADJ^1@[P1] (S>PP:ADJ*@[S0] ) ) ) ) (NP:COMP@[A7] (PP:HD@[P6] (you*PP:ADJ>NP:COMP^1@[P5] (PP:ADJ>NP:COMP*@[S4] ) ) ) ) ) ) ) ) )
1;9;320;(S>NP:COMP^1 (S>VBZ:HD^1@[P7] (S>NP:SBJ@[P3] (NP:SBJ@[P2] (PP:HD@[P1] (it@[P0] (TOP>S^1 )) ) ) ) (VBZ:HD@[A6] (is*S>VBZ:HD^1@[P5] (S>VBZ:HD*@[S4] ) ) ) ) (=== (eight*S>NP:COMP^1@[P9] (S>NP:COMP*@[S8] ) ) ) )
1;3;109;(S>ADVP:ADJ (S>PP:ADJ )(ADVP:ADJ@[A2] (RB:HD@[P1] (1capN_dashN_slshN_alfY_digN_sfx:NONE@[P0] (S>ADVP:ADJ^1 )) ) ) )
1;4;221;(TOP>S (TOP>UH )(S@[A3] (S>VP:COMP@[P2] (S>MD:HD )(VP:COMP@[A1] (VP:COMP>PP:ADJ@[P0] (VP:COMP>VB:HD )(PP:ADJ )) ) ) ) )
1;17;261;(TOP>PUNC^1 (TOP>S@[P16] (S@[P15] (S>AP:COMP^1@[P14] (S>VBZ:HD^1@[P9] (S>NP:SBJ@[P5] (NP:SBJ@[P4] (PR@[P3] (DT@[P2] (that*START^1@[P1] (START*@[S0] ) ) ) ) ) ) (VBZ:HD@[A8] (is*S>VBZ:HD^1@[P7] (S>VBZ:HD*@[S6] ) ) ) ) (AP:COMP@[A13] (JJ:HD@[P12] (okay*S>AP:COMP^1@[P11] (S>AP:COMP*@[S10] ) ) ) ) ) ) ) ( ))
1;9;36;(S>PP:ADJ^1 (S>AP:COMP@[P3] (S>VBZ:HD )(AP:COMP@[A2] (JJ:HD@[P1] (okay@[P0] (S>AP:COMP^1 )) ) ) ) (=== (PP:ADJ>NP:COMP^1 (PP:ADJ>IN:HD@[P7] (IN:HD@[P6] (for*S>PP:ADJ^1@[P5] (S>PP:ADJ*@[S4] ) ) ) ) (=== (you*PP:ADJ>NP:COMP^1@[P9] (PP:ADJ>NP:COMP*@[S8] ) ) ) ) ) )
1;10;629;(VP>ADVP:ADJ^1 (VP>NP:COMP^1@[P8] (VP>VB:HD@[P3] (VB:HD@[P2] (see*START^1@[P1] (START*@[S0] ) ) ) ) (NP:COMP@[A7] (PP:HD@[P6] (you*VP>NP:COMP^1@[P5] (VP>NP:COMP*@[S4] ) ) ) ) ) (=== (there*VP>ADVP:ADJ^1@[P10] (VP>ADVP:ADJ*@[S9] ) ) ) )
1;4;491;(S:COMP>MD:HD^1 (S:COMP>NP:SBJ@[P3] (S:COMP>NP:FLQ )(NP:SBJ@[A2] (PP:HD@[P1] (we@[P0] (S:COMP>NP:SBJ^1 )) ) ) ) ( ))
1;4;873;(TOP>PP^1 (TOP>UH@[P3] (UH@[P2] (okay*START^1@[P1] (START*@[S0] ) ) ) ) ( ))
1;12;334;(S>VP:COMP (S>NP:SBJ )(VP:COMP@[A11] (VP:COMP>PP:ADJ@[P10] (VP:COMP>VB:HD )(PP:ADJ@[A9] (PP:ADJ>NP:COMP^1@[P8] (PP:ADJ>IN:HD@[P3] (IN:HD@[P2] (for*VP:COMP>PP:ADJ^1@[P1] (VP:COMP>PP:ADJ*@[S0] ) ) ) ) (NP:COMP@[A7] (PP:HD@[P6] (you*PP:ADJ>NP:COMP^1@[P5] (PP:ADJ>NP:COMP*@[S4] ) ) ) ) ) ) ) ) )
1;5;804;(TOP>ADVP^1 (TOP>UH@[P3] (UH@[P2] (well*START^1@[P1] (START*@[S0] ) ) ) ) (=== (so*TOP>ADVP^1@[P5] (TOP>ADVP*@[S4] ) ) ) )
1;15;855;(S (S>NP:SBJ^1@[P14] (S>VBZ:HD^1@[P8] (S>ADVP:FLQ@[P4] (ADVP:FLQ@[P3] (PR@[P2] (WRB@[P1] (how@[P0] (TOP>S^1 )) ) ) ) ) (VBZ:HD@[A7] (is*S>VBZ:HD^1@[P6] (S>VBZ:HD*@[S5] ) ) ) ) (NP:SBJ@[A13] (PR@[P12] (DT@[P11] (that*S>NP:SBJ^1@[P10] (S>NP:SBJ*@[S9] ) ) ) ) ) ) )
1;4;126;(TOP>NP (NP@[P3] (PP:HD@[P2] (you*START^1@[P1] (START*@[S0] ) ) ) ) )
1;5;101;(VP:COMP>VP:COMP (VP:COMP>TO:HD )(VP:COMP@[A4] (VP:COMP>NP:COMP@[P3] (VP:COMP>VB:HD )(NP:COMP@[A2] (NN:HD@[P1] (lunch@[P0] (VP:COMP>NP:COMP^1 )) ) ) ) ) )
1;11;797;(S>VP:COMP^1 (S>MD:HD@[P2] (S>NP:SBJ )(MD:HD@[A1] (would@[P0] (S>MD:HD^1 )) ) ) (=== (VP:COMP>NP:COMP^1 (VP:COMP>,:PAR^1@[P10] (VP:COMP>VB:HD@[P6] (VB:HD@[P5] (be*S>VP:COMP^1@[P4] (S>VP:COMP*@[S3] ) ) ) ) (,:PAR@[A9] (,*VP:COMP>,:PAR^1@[P8] (VP:COMP>,:PAR*@[S7] ) ) ) ) ( )) ) )
1;11;307;(S>MD:HD^1 (S>NP:SBJ^1@[P9] (S>ADVP:ADJ@[P4] (ADVP:ADJ@[P3] (RB:HD@[P2] (so*START^1@[P1] (START*@[S0] ) ) ) ) ) (NP:SBJ@[A8] (PP:HD@[P7] (I*S>NP:SBJ^1@[P6] (S>NP:SBJ*@[S5] ) ) ) ) ) (=== (could*S>MD:HD^1@[P11] (S>MD:HD*@[S10] ) ) ) )
